Ntime,Open Price,Low Price,Volume,MACD,CCI,ATR,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US dollar Index,Federal Fund Rate
20100702,9732.23,9614.32,199565501,-143.9781813,-142.9119103,156.55,10092.41982,10053.283,-466.32,9840.37,-524.59,-5.137463557,-0.072390377,-4668207.083,84.37,0.18
20100706,9689.21,9659.01,216714005,-153.8907245,-101.1739941,199.12,10059.20079,9983.404,-394.9,9761.39,-707.02,-6.765327291,-0.053421959,-2882916.067,84.05,0.18
20100707,9736.85,9736.7,219562329,-137.9930223,-45.0588759,289.9,10055.30357,9955.88,147.98,9790.986,-424.13,-4.061610299,-0.02720412,-2718824.279,83.96,0.18
20100708,10019.26,10019.26,192216034,-114.3356997,8.043269533,121.58,10063.27371,9939.935,364.97,9863.98,-154.53,-1.501235729,-0.001360216,-868690.8321,83.86,0.17
20100709,10137.93,10118.41,134816272,-89.78804589,38.30267241,83.36,10076.10764,9944.458,465.5,9957.08,-100.41,-0.975002039,0.005316713,2368547.033,83.98,0.18
20100712,10199.24,10146.49,131487257,-68.07728523,56.19377111,73.79,10089.45644,9951.704,529.79,10063.038,63.47,0.625147742,0.00761041,4165269.203,84.25,0.17
20100713,10217.55,10217.55,179044031,-38.58506779,104.4602186,191.55,10115.51011,9974.154,676.54,10186.918,219.21,2.161022338,0.047545986,3851948.716,83.52,0.17
20100714,10370.96,10303,208529198,-14.74375706,110.3852501,97.1,10139.43486,10023.796,623.1,10256.606,228.2,2.250821619,0.057173339,4238267.083,83.35,0.17
20100715,10367.1,10240.48,210003886,3.51224146,92.94066363,139.26,10160.37535,10082.325,341.03,10300.67,489.01,4.954358024,0.06050403,2007236.819,82.35,0.19
20100716,10356.2,10079.58,335057222,-3.077870716,42.85723916,279.73,10154.42532,10118.862,-41.09,10280.644,323.88,3.313682599,0.040743125,-1745848.136,82.57,0.19
20100719,10098.12,10073.68,176966763,-3.696472896,30.33102898,113.6,10154.42576,10165.657,-43.6,10268.276,421.9,4.334946823,0.040456234,-607119.0045,82.56,0.19
20100720,10151.48,10007.76,194405988,1.886177508,32.24768642,228.64,10161.6195,10214.291,13.69,10241.664,543.48,5.610706882,0.020692163,-1938083.359,82.75,0.18
20100721,10226.02,10065.5,203897050,-2.490904682,24.3604848,200.04,10157.70621,10224.516,-242.49,10192.426,434.05,4.480987934,-0.001820694,-3103019.664,83.34,0.18
20100722,10121.81,10121.81,202216523,10.20375633,65.62343231,242.71,10173.38181,10242.847,-44.42,10185.024,578.68,5.939065768,0.012038984,-1782836.117,82.64,0.18
20100723,10321.16,10287.48,200002969,28.1957129,119.8926525,154.47,10197.30926,10265.506,65.31,10250.368,406.34,4.055985658,0.01998634,-1340063.099,82.52,0.19
20100726,10424.17,10414.4,178815615,50.01247986,153.8867932,112.39,10228.55885,10296.422,427.53,10324.568,386.44,3.811425004,0.015430248,354599.9879,82.07,0.19
20100727,10525.28,10494.86,180548659,67.51345135,155.2745293,83.47,10257.99992,10313.889,383.26,10386.114,339.66,3.330643271,0.016224618,1864253.508,82.13,0.19
20100728,10537.01,10463.22,162068915,77.27992815,114.4006165,85.3,10280.84564,10327.005,267.92,10461.584,281.61,2.756485488,0.013199808,1049564.077,82.13,0.2
20100729,10498.94,10387.39,202113198,81.60044498,88.45388539,197.6,10298.58986,10337.79,346.63,10490.556,104.14,1.004919415,0.035277955,2808781.767,81.62,0.19
20100730,10465.19,10347.5,208159136,83.95822375,57.81368642,159.69,10314.52797,10374.594,143.64,10498.82,99.22,0.957101185,0.029764168,3163434.53,81.57,0.18
20100802,10468.82,10468.59,167642201,101.4763897,126.3671154,226.26,10348.79959,10426.589,249.76,10528.61,315.07,3.041418782,0.041634268,4778488.822,80.9,0.19
20100803,10673.92,10600.96,164882422,111.0136835,114.9218789,75.99,10376.1882,10467.231,110.95,10548.348,538.48,5.332593906,0.048498643,6344626.494,80.6,0.19
20100804,10630.2,10627.53,173362154,120.734769,109.0785647,75.46,10405.16361,10523.221,142.74,10584.858,526,5.18000518,0.033531421,8928415.8,80.99,0.19
20100805,10679.67,10612.85,139607108,126.5403515,93.71710042,67.58,10430.86041,10558.489,177.1,10626.422,445.02,4.350163637,0.023452971,9447369.128,80.78,0.19
20100806,10668.55,10515.37,154872023,127.9381116,68.9876996,159.61,10452.0699,10581.383,186.4,10663.946,533.03,5.26681903,0.012026966,9879169.627,80.41,0.18
20100809,10654.62,10649.4,166333515,131.1801388,98.90714351,70.54,10475.56324,10598.715,232.81,10668.82,376.45,3.646958527,0.015054095,10327580.22,80.71,0.18
20100810,10696.63,10551.62,203489953,127.87768,58.63716758,149.09,10491.62864,10609.371,-30.13,10670.394,219.63,2.106839386,0.013751086,7481182.273,80.89,0.18
20100811,10631.82,10367.33,219325268,102.6598825,-75.1752769,276.92,10480.88592,10597.466,-257.55,10610.074,-146.6,-1.392817206,-0.008438774,3475632.356,82.46,0.17
20100812,10361.58,10268.71,221030905,77.03545568,-171.2505048,110.12,10465.55869,10582.745,-360.48,10539.068,-217.74,-2.066297262,-0.013949058,1513599.311,82.58,0.18
20100813,10320.33,10285.44,151616032,54.7412699,-144.2707881,69.48,10450.09119,10566.466,-371.83,10468.986,-194.73,-1.854945951,-0.034777664,835245.7774,82.92,0.19
20100816,10303.07,10209.53,146035201,36.55954292,-130.7861388,123.59,10435.98822,10529.229,-351.55,10389.638,-165.15,-1.577791875,-0.031436447,-546151.6923,82.46,0.2
20100817,10297.63,10297.47,35167021,30.18149992,-61.16130573,182.97,10433.11791,10506.176,-292.9,10341.958,-60.09,-0.574148141,-0.025708703,-247094.7123,82.24,0.2
20100818,10398.59,10330.02,168558331,25.61350042,-50.59052974,142.28,10431.44383,10479.687,-228.71,10349.3,-258.84,-2.424871515,-0.024303558,71184.094,82.27,0.19
20100819,10411.15,10216.19,227741208,10.22918742,-91.24277428,199.35,10416.18346,10439.31,-107.62,10339.552,-365.17,-3.43321694,-0.035889412,1565154.824,82.47,0.19
20100820,10270.98,10147.24,251147169,-6.534695268,-112.3421588,123.97,10396.8917,10395.316,-106.33,10321.646,-466.81,-4.370704176,-0.04534455,-476244.9989,83.02,0.2
20100823,10215.51,10170.29,172969277,-22.72218518,-96.59343029,134.41,10375.70297,10342.882,-128.74,10296.126,-500.57,-4.689189113,-0.044140264,-1672444.644,83.26,0.19
20100824,10173.05,9991.18,223680140,-45.83201705,-142.9100384,183.23,10343.77412,10282.502,-261.56,10223.046,-613.11,-5.754977679,-0.032602904,-2228039.175,83.34,0.19
20100825,10040.15,9937.98,183889305,-61.851378,-138.5649734,159.42,10316.75372,10250.625,-345.79,10151.95,-638.69,-5.969762823,-0.025183262,-3677640.089,83.19,0.19
20100826,10059.9,9968.1,176328492,-79.62037729,-130.0369732,136.61,10285.23527,10217.211,-429.73,10094.87,-658.44,-6.185875003,-0.030800289,-5973520.088,82.9,0.19
20100827,9982.18,9936.62,207764070,-79.48497357,-88.57062758,223.26,10272.41763,10201.961,-120.56,10082.276,-228.18,-2.198513705,-0.014692278,-6016825.745,82.74,0.19
20100830,10145.58,10007.68,150484268,-89.71455786,-88.53203024,142.97,10247.39976,10172.733,-203.89,10049.34,-310.22,-3.006022316,-0.038067049,-7715959.664,83.16,0.19
20100831,10006.42,9941.84,255417995,-96.30873862,-95.90721084,131.54,10225.23978,10133.62,-159.69,10044.194,-288.43,-2.799435124,-0.038482882,-6811329.265,83.07,0.21
20100901,10016.01,10016.01,205712227,-80.05564675,2.2009024,264.36,10229.45218,10119.013,229.02,10086.076,-32.54,-0.315860691,-0.000169406,-4504295.511,82.48,0.19
20100902,10270.08,10253.96,149931903,-62.3705674,64.6639266,66.41,10238.08531,10123.902,260.04,10152.934,-85.75,-0.824055699,0.010317729,-3384785.089,82.4,0.19
20100903,10321.92,10321.84,168599472,-37.60669535,112.951567,131.05,10258.07052,10147.333,462.12,10212.39,32.39,0.310977635,0.026179348,-3282916.789,82.01,0.19
20100907,10446.8,10332.4,149035913,-26.3309928,97.21937296,115.53,10265.93904,10163.961,330.96,10278.582,127.07,1.244123044,0.029034813,-3850737.432,82.89,0.2
20100908,10338.49,10335.69,166757540,-13.50164188,104.6793147,91.01,10277.46961,10198.617,372.29,10353.04,212.6,2.089556053,0.031476816,-4115692.264,82.57,0.19
20100909,10388.14,10386.63,163589414,-1.044325442,114.6116691,89.99,10290.5906,10234.135,145.77,10382.194,374.79,3.732800821,0.041230927,-3525180.573,82.68,0.18
20100910,10415.01,10403.17,140315413,12.51914841,102.981192,68.11,10306.98864,10281.831,142.67,10410.728,402.71,4.003057636,0.029831488,-2389855.246,82.86,0.18
20100913,10458.6,10458.6,190715523,29.49338977,111.496235,108.99,10329.57353,10321.179,96.2,10429.968,558.32,5.591133819,0.050682228,-1933800.093,81.88,0.18
20100914,10544.73,10499.7,192411808,41.04901032,101.3867665,88.62,10348.32748,10372.855,78.56,10467.128,375.84,3.702620029,0.048617345,-1614902.983,81.23,0.19
20100915,10526.42,10480.78,167420793,53.32342517,94.31936713,107.02,10369.69915,10428.656,232.04,10504.272,563,5.624527335,0.028683226,1206820.961,81.46,0.21
20100916,10571.75,10522.48,170301326,64.09542056,96.48089392,81.21,10391.14018,10461.192,207.82,10540.19,580.11,5.792573332,0.025930572,2680868.93,81.27,0.21
20100917,10595.51,10567.36,367228992,72.84321842,105.0519804,82.8,10411.77921,10489.967,192.61,10569.206,338.38,3.295009382,0.015075628,3603058.3,81.41,0.21
20100920,10608.08,10608.08,157124719,90.49516013,140.76089,166.28,10444.33548,10520.536,290.85,10611.104,433.52,4.200734489,0.038399162,4992754.798,81.32,0.21
20100921,10753.39,10717.74,186743445,103.8848562,152.0264455,115.65,10474.49686,10562.57,216.9,10658.012,313.1,2.996765867,0.034756896,4908120.172,80.44,0.2
20100922,10761.11,10708.4,168591822,111.4588363,127.9828083,96.98,10499.71716,10597.8,195.18,10691.328,291.38,2.788877797,0.030176054,4328339.233,79.8,0.21
20100923,10738.48,10640.92,156827789,109.9890049,80.39002743,121.02,10515.21267,10622.518,118.29,10704.846,214.49,2.052942545,0.018724642,4977390.109,80.11,0.2
20100924,10664.39,10664.31,179266510,123.3660998,119.7729872,203.36,10548.07432,10662.267,316.13,10755.328,412.33,3.946523378,0.02910888,7884426.083,79.28,0.21
20100927,10860.03,10809.62,143908331,128.5942386,117.2071185,63.58,10573.21391,10689.058,285.55,10767.012,364.11,3.48499655,0.026410372,7327117.038,79.53,0.19
20100928,10809.17,10728.64,167112601,134.9023903,97.46343376,157.57,10600.34973,10722.223,285.41,10786.434,517.45,5.004018107,0.026285349,9477308.246,78.92,0.19
20100929,10857.98,10798.88,158833681,136.4837354,91.8571133,70.38,10622.72404,10748.478,240.45,10805.628,448.27,4.31567891,0.022191397,8735354.563,78.78,0.19
20100930,10836.04,10745.44,214536388,132.3996754,79.93612432,203.44,10638.46937,10767.8,180.2,10830.754,372.81,3.579466244,0.016703667,9185590.98,78.8,0.15
20101001,10789.72,10780.64,161890653,131.0119969,70.71112965,85.9,10656.6799,10789.983,221.83,10824.638,414.44,3.979168987,0.007023292,8370924.385,78.03,0.2
20101004,10828.85,10711.12,160366486,122.1768413,25.93401297,142.59,10665.68848,10789.748,143.42,10812.484,336.03,3.226329878,-0.000906976,8929107.623,78.49,0.2
20101005,10752.78,10752.63,216244575,129.294291,117.3476454,214.34,10692.26291,10808.117,336.87,10829.8,529.48,5.083704264,0.018767954,10716762.97,77.81,0.2
20101006,10936.79,10918.57,163437377,135.2263751,168.6055932,55.59,10718.49026,10830.951,359.8,10856.274,552.41,5.303862417,0.027830027,9642087.205,77.43,0.19
20101007,10968.41,10892.76,141922141,136.8117245,150.9309701,105.77,10740.40356,10859.567,340.73,10888.38,533.34,5.12076534,0.0080668,8246721.527,77.42,0.18
20101008,10948.5,10929.28,152279348,141.1135028,165.0699395,102.89,10765.74418,10874.189,252.86,10923.74,543.71,5.196616192,0.017665957,7461869.611,77.2,0.18
20101011,11006.93,10977.9,114830029,143.183631,137.7696254,52.6,10789.03902,10894.019,249.31,10975.554,466.21,4.421512254,0.01382337,8918672.856,77.47,0.18
20101012,11010.79,10913.84,155152234,143.9763112,105.011058,139.37,10811.0734,10910.245,208.36,10990.69,493.91,4.692067346,0.016797938,8136623.685,77.33,0.18
20101013,11022.82,11022.07,224916510,148.9937522,152.143727,134.83,10838.21688,10936.325,237.94,11016.376,523.35,4.949998723,0.027760254,8881395.446,77.08,0.18
20101014,11096.99,11023.54,196166559,151.1064054,117.4069258,88.66,10862.63147,10966.977,259.29,11045.574,499.74,4.716828868,0.023875644,7843933.425,76.53,0.19
20101015,11096.01,11010.68,319209856,148.5036533,98.33778745,130.51,10881.69323,10990.287,274.73,11056.834,454.93,4.288616449,0.028158383,5534530.675,76.97,0.2
20101018,11062.63,11054.76,190291958,151.2264697,116.2244968,104.29,10906.6453,11029.529,137.21,11083.504,390.07,3.627336655,0.017854948,7409612.833,77.15,0.19
20101019,11139.6,10917.62,247643295,138.4683747,32.64768148,226.07,10913.50004,11032.919,-31.72,11075.148,217.59,2.022018338,0.000999215,4889234.461,78.19,0.19
20101020,10974.52,10970.89,220140233,137.2132475,75.90474346,181.99,10932.02099,11046.951,87.57,11077.526,295.93,2.737041298,0.014349157,6019484.428,77.17,0.19
20101021,11105.24,11066.19,178063555,137.7454043,118.6250317,147.35,10952.45423,11066.75,50.49,11087.926,288.43,2.656348141,0.012567992,5971637.076,77.44,0.19
20101022,11146.41,11109.25,104574033,135.4749812,99.07721574,49.8,10969.60716,11079.358,37.99,11101.882,297.28,2.743630068,0.010978607,4303632.241,77.37,0.19
20101025,11133.4,11132.34,168112548,134.6643081,132.6338494,115.26,10988.12552,11094.729,101.27,11105.954,376,3.485337943,0.012867194,4627312.696,77.19,0.19
20101026,11163.14,11087,159037998,132.9260963,88.31648731,97.82,11005.39547,11109.635,25.77,11144.122,162.98,1.480764059,0.0065697,5109039.928,77.65,0.19
20101027,11168.4,11020.82,167084701,126.6048637,31.25674621,148.64,11016.90828,11112.655,147.66,11147.784,115.94,1.05301017,0.002850009,5617821.417,78.06,0.19
20101028,11127.34,11052.6,156249239,119.2259508,36.92607858,126.74,11026.15035,11114.593,5.98,11141.26,93.55,0.848880258,0.004604124,3709908.378,77.28,0.19
20101029,11120.45,11075.8,189651523,112.4482163,17.75028483,55.21,11034.9446,11120.164,-28.08,11138.446,22.41,0.201963216,-0.002261369,4728796.46,77.05,0.2
20101101,11120.3,11062.33,150126990,106.345567,73.88713847,181.94,11043.48512,11118.257,-7.94,11130.56,30.05,0.270853219,0.013124044,4245086.015,77.23,0.2
20101102,11125.22,11125.22,150388230,105.4657642,122.2599212,94.9,11057.31701,11139.267,24.67,11134.412,125.94,1.138411864,0.00721709,5770068.433,76.72,0.2
20101103,11184.88,11097.37,177579391,105.6813515,107.6315195,129.27,11072.34682,11149.983,45.67,11152.182,71.44,0.641080288,0.00611317,6691691.035,76.39,0.2
20101104,11216.65,11216.65,234683218,122.1726368,308.5629962,225.24,11106.86998,11178.81,308.56,11216.36,456.22,4.155531387,0.026435,8227410.781,75.85,0.19
20101105,11435.22,11393.52,211673103,134.4379726,244.1596958,58.01,11138.98522,11209.962,330.13,11281.478,336.11,3.025845406,0.02446942,9423221.801,76.59,0.18
20101108,11439.54,11362.53,143993477,139.5447973,158.6658698,81.55,11164.4952,11234.241,288.35,11337.922,260.27,2.334978383,0.020810321,6863530.984,77.03,0.18
20101109,11403.59,11303.19,161909798,137.1621125,95.73632521,117.95,11181.8528,11251.97,222.13,11369.528,214.19,1.923995918,0.019430233,5175989.692,77.74,0.17
20101110,11342.81,11255.02,164169607,134.5530902,62.16974926,111.14,11198.53729,11275.046,168.32,11397.91,192.99,1.728673734,0.021404345,5652265.912,77.64,0.17
20101111,11326.69,11231.22,296662708,125.0772684,27.39502994,125.82,11206.59089,11291.961,67.97,11367.562,113.64,1.017417136,0.014589076,3440771.74,78.12,0.17
20101112,11281.28,11143.84,217646436,109.0068408,-20.64349884,139.86,11205.25652,11299.37,-242.26,11317.262,66.3,0.595886496,0.00607188,1986002.738,78.14,0.19
20101115,11194.02,11189.1,155662243,95.92286662,-13.69518299,91.8,11204.94351,11307.105,-242.11,11276.288,88.02,0.79197765,0.001182828,2013825.929,78.62,0.21
20101116,11194.7,10978.93,254565448,70.34182852,-115.4224567,223.04,11187.66318,11290.583,-383.34,11211.638,-94.99,-0.854342631,-0.017086739,-1243404.087,79.21,0.21
20101117,11017.83,10990.81,160254929,48.25204848,-136.4850675,51.35,11170.54097,11269.858,-338.87,11141.806,-116.74,-1.049384159,-0.03733852,-1500383.048,79.05,0.2
20101118,11010.49,11010.34,171771617,44.2238499,-66.03415103,191.81,11171.55897,11244.497,-175.81,11121.432,-7.49,-0.066942421,-0.022968207,861270.7671,78.57,0.2
20101119,11180.77,11119.24,219399936,42.34439118,-39.48184378,86.93,11174.60574,11220.444,-79.55,11123.626,-11.58,-0.103253373,-0.017821763,-42847.01042,78.49,0.21
20101122,11201.66,11054.53,152849320,38.39741479,-56.12161167,151.52,11174.98424,11197.618,-14,11118.948,-256.26,-2.241045786,-0.014820984,1520238.463,78.64,0.19
20101123,11177.6,10992.17,192821511,23.52308953,-93.41467111,188,11161.78288,11166.58,-165.6,11121.522,-407.71,-3.562628014,-0.02823535,-1542530.666,79.71,0.2
20101124,11037.35,11037.35,138278670,23.63975105,-44.85827742,159.62,11164.21118,11149.604,163.78,11157.402,-219.56,-1.924810026,-0.008492347,-735112.7737,79.76,0.2
20101126,11183.5,11067.17,68396121,15.8610699,-53.26517417,120.11,11157.33393,11130.494,-89.23,11139.556,-265.04,-2.33370667,-0.008986311,-982252.8125,80.39,0.2
20101129,11083.75,10929.28,151525312,6.434113783,-109.8735691,162.72,11147.34879,11116.485,-151.06,11109.344,-230.61,-2.043853196,-0.013344081,-1735800.545,80.76,0.2
20101130,11049.72,10942.98,233767337,-4.732009827,-115.0450812,119.65,11133.8889,11096.89,-172.56,11074.832,-186.56,-1.666818553,-0.001585703,-2692345.501,81.3,0.2
20101201,11007.23,11007.23,202517464,6.497403412,52.57776362,270.08,11145.49758,11120.118,219.41,11118.714,53.81,0.480361936,0.02202424,-343357.2633,80.7,0.2
20101202,11255.93,11255.85,212090425,23.72742913,189.9203297,118.02,11166.15591,11155.571,175.13,11153.74,338.91,3.074431895,0.015945561,1736376.834,80.23,0.19
20101203,11361.88,11318.82,149439757,38.5262535,181.0395949,70.05,11186.72106,11175.657,194.81,11211.758,374.21,3.399473831,0.015686047,2234850.636,79.17,0.18
20101206,11381.33,11350.27,122655108,48.09426402,153.1551148,41.81,11203.43239,11191.521,270.19,11273.698,180.96,1.618426595,0.016159737,1637707.392,79.64,0.18
20101207,11363.85,11354.09,175716725,54.80077636,131.3655366,96.8,11218.26359,11209.579,306.67,11344.326,155.61,1.388934757,0.028416714,539883.407,79.97,0.17
20101208,11354.3,11327.49,152511377,60.49322021,93.55176239,61.6,11232.95086,11243.19,366.46,11367.666,193.9,1.73456736,0.016284926,574442.9965,80,0.17
20101209,11370.36,11331.5,167966467,64.07068225,81.73945828,81.85,11246.00888,11261.468,114.28,11369.196,333.69,3.023548504,0.024455456,-1720535.628,80.05,0.16
20101210,11370.44,11357.72,151821269,69.35501084,79.18293561,55.97,11261.65756,11293.3,47.91,11374.842,223.04,1.993692837,0.031360207,-962064.9611,80.11,0.16
20101213,11406.16,11405.33,151191253,74.15982656,87.02314265,74.7,11277.55303,11330.907,46.47,11388.116,241.28,2.156735149,0.036972287,102176.4957,79.34,0.17
20101214,11429.24,11428.94,149861645,80.90662148,93.77901188,85.52,11296.50417,11377.959,114.35,11411.592,384.54,3.466822935,0.019235763,1714983.065,79.42,0.19
20101215,11475.64,11445.67,189672886,83.74930557,86.74865201,73.37,11311.83425,11398.128,98.31,11428.59,404.98,3.664151698,0.008296771,1035062.88,80.24,0.2
20101216,11458,11421.3,163043294,88.35494917,86.32387706,93.54,11329.68337,11411.812,126.77,11454.428,493.23,4.481456512,0.010188491,3107442.004,80.02,0.2
20101217,11499.02,11451,358304189,90.37093832,93.66932136,52.18,11345.13352,11422.794,121.85,11470.746,236.13,2.097855502,0.011287941,3999545.889,80.36,0.2
20101220,11491.3,11442.68,125362677,89.8212895,86.91336174,74.39,11357.79985,11434.388,67.81,11480.66,115.72,1.018445911,0.010364929,3642798.363,80.57,0.21
20101221,11478.36,11478.29,119422829,92.75690607,118.1822267,70.99,11374.50082,11451.788,104.6,11491.984,151.07,1.327260635,0.013932001,6586570.663,80.67,0.2
20101222,11532.17,11528.08,122041038,96.10023067,136.0144943,38.91,11392.11884,11470.489,82.95,11512.388,197.3,1.736461017,0.016387401,7753984.403,80.67,0.19
20101223,11559.11,11542.62,100835577,98.74129432,131.8371885,38.22,11409.39228,11490.832,116.02,11527.236,214.33,1.886847267,0.014098599,6584478.169,80.49,0.19
20101227,11572.81,11518.44,76818468,98.21265422,102.3145972,55.05,11423.26254,11505.303,63.12,11539.86,184.97,1.626816393,0.010945017,5760073.702,80.27,0.19
20101228,11554.8,11541.14,114100301,98.31537034,115.9911122,49.99,11437.76515,11520.001,97.41,11559.342,165.22,1.447987436,0.008552517,6466281.289,80.38,0.18
20101229,11572.74,11572.66,77797415,98.06040011,122.5750461,52.34,11451.82371,11530.885,52.22,11569.786,156.82,1.372176372,0.011040639,8102680.731,79.76,0.18
20101230,11585.3,11551.93,76817777,95.49311118,82.25360305,42.45,11463.05098,11542.109,10.22,11571.83,93.17,0.811830046,0.00609004,6513697.224,79.52,0.19
20101231,11569.33,11530.32,93331743,93.01568412,68.54431044,67.09,11473.95184,11549.935,4.02,11572.634,120.04,1.047700758,0.007393645,7165466.116,78.96,0.13
20110103,11577.43,11577.35,203418223,97.45262093,168.0691927,134.12,11492.69452,11567.819,97.26,11595.778,213.28,1.861492982,0.016504509,8887341.513,79.17,0.19
20110104,11670.9,11635.74,178633916,101.4480259,172.6539526,62.48,11511.5979,11589.124,117.69,11618.906,191.93,1.669065374,0.013516172,10320951.33,79.43,0.18
20110105,11688.61,11652.89,169990443,105.9517987,179.5935278,89.79,11531.72096,11608.097,167.86,11646.408,230.98,2.009935685,0.013938542,9097819.412,80.23,0.18
20110106,11716.93,11667.46,193076452,106.2323979,133.2171502,69.28,11547.49134,11621.879,121.77,11671.928,219.18,1.909544499,0.01058534,6636371.8,80.84,0.17
20110107,11696.86,11599.68,188724039,103.4427546,78.30026841,127.26,11559.61217,11632.006,89.38,11691.378,141.6,1.227764117,0.010255457,5877487.247,81.14,0.17
20110110,11672.34,11573.87,150336258,97.10200554,25.64464345,103.46,11567.02529,11640.248,67.74,11684.718,77.96,0.674424218,0.005319894,5932002.563,80.88,0.17
20110111,11638.51,11635.48,157435511,93.77415933,65.09829638,68.64,11577.01145,11649.882,94.37,11680.858,98.39,0.850132501,0.007410974,6782526.009,80.83,0.17
20110112,11673.62,11673.62,144961928,96.763976,127.9619691,110.35,11594.00465,11666.888,64.26,11687.368,181.95,1.572127336,0.015799494,7424472.133,80.02,0.16
20110113,11753.7,11700.53,161659342,96.12586684,103.8416286,56.72,11607.13754,11683.107,9.01,11694.286,176.87,1.530675386,0.013159846,6809300.29,79.16,0.16
20110114,11732.13,11698.83,200772963,98.95622727,126.7818244,95.32,11624.30349,11704.094,90.07,11716.81,211.84,1.830065811,0.00989448,6891269.792,79.07,0.16
20110118,11783.82,11777.99,203393559,104.0785185,175.1402986,80.79,11644.64887,11720.812,200.48,11756.906,268.22,2.318294927,0.012396593,7800149.387,78.97,0.19
20110119,11834.21,11798.46,166252713,105.8973105,146.7624303,62.78,11661.85279,11734.223,153.41,11787.588,247.78,2.140183856,0.008659407,6731367.076,78.56,0.18
20110120,11823.7,11744.77,180798631,105.9168506,103.9827835,100.39,11677.18109,11744.214,67.36,11801.06,131.62,1.125805949,0.010614237,7184881.234,78.83,0.18
20110121,11822.95,11822.8,249479221,108.6371529,146.7673079,82.68,11695.72004,11761.667,139.94,11829.048,148.95,1.270591126,0.016600628,7941090.521,78.11,0.17
20110124,11873.43,11867.98,184003911,118.2000433,174.7226401,114.96,11722.84384,11792.243,193.14,11867.676,283.21,2.421154949,0.028635652,10143385.21,78.04,0.18
20110125,11980.52,11898.74,191955896,124.0796863,144.6619867,87.23,11747.06729,11826.217,189.81,11895.528,302.43,2.590460104,0.025490954,10292048.16,77.93,0.17
20110126,11978.85,11961.83,168323921,127.9303503,138.9444259,58.69,11769.76945,11857.573,147.51,11927.558,347.99,2.990259894,0.01918995,9557095.795,77.7,0.17
20110127,11985.36,11971.93,167773517,129.839556,119.4971783,47.6,11790.7276,11881.012,164.54,11960.964,317.95,2.724068445,0.021512398,8857757.259,77.72,0.17
20110128,11990.36,11803.04,214172378,116.6031838,36.07378179,209.38,11793.86783,11890.192,0.9,11951.336,68.26,0.580667334,0.003071796,6773624.81,78.15,0.17
20110131,11824.39,11817.88,206581450,110.3468445,17.07891947,74.05,11803.20708,11900.647,20.09,11933.618,160.03,1.364058678,0.004540895,8907293.277,77.75,0.17
20110201,11892.5,11892.5,180886732,116.0122557,108.4139354,158.82,11825.77403,11920.87,59.64,11946.212,252.78,2.144496911,0.017846108,10121729.5,77,0.18
20110202,12038.27,12018.51,143435442,119.2732786,121.8813549,39.4,11846.36412,11942.538,61.45,11957.518,254.59,2.159852317,0.01820051,10068548.63,77.08,0.18
20110203,12040.68,11981.05,143714199,122.0875469,106.1371299,99.49,11866.92563,11966.484,81.74,11972.004,274.88,2.331985564,0.015786428,10662391.26,77.76,0.17
20110204,12061.73,12025.78,121781437,125.2855344,115.89357,66.64,11888.37557,11988.515,111.63,12025.694,304.77,2.585561847,0.009231609,11104506.87,78.02,0.17
20110207,12092.38,12092.3,132956149,131.9058889,155.8408846,96.61,11914.3998,12006.626,181.11,12079.634,374.25,3.175005811,0.01516573,10643644.45,78.05,0.17
20110208,12152.7,12150.05,126650210,141.2948744,172.9625696,88.74,11944.75696,12032.222,252.63,12118.232,445.77,3.781756421,0.020249077,11212014.35,77.99,0.16
20110209,12229.29,12188.19,162911570,147.578383,154.7555302,66.04,11972.86487,12057.667,262.7,12157.816,452.51,3.838936218,0.020429922,10824512.71,77.59,0.15
20110210,12239.66,12156.94,274439049,149.9739709,118.9167512,82.95,11997.28631,12081.613,243.85,12191.222,391.36,3.305983394,0.033165458,11027258.43,78.2,0.15
20110211,12227.78,12180.48,184285118,153.6493292,117.0523846,105.46,12023.56952,12126.569,283.43,12227.444,447.97,3.788236906,0.031069985,12149733.14,78.42,0.15
20110214,12266.83,12235.91,146345963,154.3734495,103.5099605,40.3,12046.86671,12164.195,444.49,12248.756,445.39,3.767212505,0.018587094,12706102.01,78.58,0.15
20110215,12266.75,12193.27,142584180,149.8670087,72.96595392,74.92,12063.98798,12182.843,334.71,12247.454,354.8,2.988584752,0.015103904,11171920.99,78.59,0.16
20110216,12219.79,12219.79,146273235,149.5368114,83.98759266,83.37,12085.33864,12207.463,248.01,12257.11,307.65,2.567918588,0.018384349,11279600.02,78.23,0.15
20110217,12287.72,12253.24,130864673,149.9647559,94.11672518,78.07,12107.5102,12233.051,78.25,12274.88,340.95,2.846661028,0.018346114,12410842.84,77.97,0.15
20110218,12318.67,12303.23,230037656,154.4231767,128.6938796,88.06,12134.53304,12262.961,161.96,12298.478,405.81,3.385858175,0.018530818,13143104.63,77.62,0.15
20110222,12389.74,12176.31,201862706,141.9203078,48.84174113,214.94,12141.98608,12268.077,-55.4,12287.398,389.09,3.290763467,-0.00166433,10107882.58,77.82,0.15
20110223,12211.81,12063.43,213485038,121.970877,-81.86304843,157.69,12138.53789,12255.34,-120.86,12263.226,213.85,1.798278328,-0.010956798,8908637.035,77.38,0.15
