Ntime,Open Price,Low Price,Volume,MACD,CCI,ATR,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,Federal Fund Rate
20091222,1114.51,1114.51,364113,5.991062363,151.7781903,6.22,1103.540441,1106.655,3.91,1107.96,12.04,1.088627281,0.019740255,16015970.26,78.28,0.12
20091223,1118.84,1116,316687,6.646228994,136.401986,5.58,1105.164209,1109.119,12.66,1110.242,17.34,1.571719918,0.01627714,17569627.63,77.88,0.11
20091224,1121.08,1121.08,126771,7.553653231,149.4192581,5.89,1107.194284,1111.532,17.3,1116.322,34.54,3.163177464,0.017816561,26371165.85,77.73,0.11
20091228,1127.53,1123.51,271640,8.282220332,139.5677358,6.87,1109.154829,1113.669,25.31,1121.384,31.83,2.306889826,0.012121158,30966428.07,77.65,0.12
20091229,1128.55,1126.08,249102,8.632610849,124.0281773,4.3,1110.778178,1114.878,12.15,1123.814,23.85,1.788667854,0.016222696,22996064.59,77.83,0.12
20091230,1125.53,1121.94,227730,8.82630586,88.67412019,4.48,1112.267876,1116.727,8.4,1125.494,20.01,1.104917827,0.015305126,24133915.49,77.89,0.11
20091231,1126.6,1114.81,207699,7.974456585,35.06155018,12.83,1112.537602,1117.319,-5.49,1124.396,0.99,0.647152798,0.017056766,15154378.95,77.92,0.05
20100104,1116.56,1116.56,399140,8.643298816,94.22001083,18.77,1114.485449,1121.01,6.51,1125.698,25.06,2.146630844,0.026937572,26487809.69,77.51,0.12
20100105,1132.66,1129.66,249102,9.350416816,126.1132545,6.97,1116.583978,1124.415,10.04,1127.446,27.34,3.689511714,0.01977088,27418348.88,77.63,0.12
20100106,1135.71,1133.95,497266,9.847327879,124.7855902,5.24,1118.541694,1126.724,9.36,1129.634,41.06,3.144756773,0.016814113,23012791.59,77.47,0.12
20100107,1136.27,1131.32,527068,10.48738837,117.992512,11.14,1120.746295,1129.091,15.49,1132.688,39.22,2.481037655,0.018481374,27936879.92,77.99,0.1
20100108,1140.52,1136.22,438959,11.131796,136.7830937,9.17,1123.054267,1131.53,18.56,1138.664,30.93,2.411405878,0.016157487,37744780.86,77.48,0.11
20100111,1145.96,1142.02,425578,11.66935986,149.202351,7.72,1125.332908,1133.58,31.88,1141.462,28.96,2.355009415,0.016739612,35547290.79,77.02,0.11
20100112,1143.81,1131.77,471616,11.0991964,60.93003042,15.21,1126.369774,1134.424,3.23,1141.402,15.63,0.864640295,0.008818715,31563184.02,77,0.11
20100113,1137.31,1133.18,417036,11.28064443,90.729537,15.22,1128.208843,1136.372,9.16,1143.11,19.2,1.704424402,0.016810977,43783565.97,76.84,0.11
20100114,1145.68,1143.8,391520,11.5160166,119.2828881,6.61,1130.137525,1138.576,11.32,1144.464,20.68,1.833690968,0.029047594,43323590.53,76.76,0.11
20100115,1147.72,1131.39,475873,10.57762139,32.04027998,17.07,1130.698713,1140.669,-5.66,1142.674,9.83,0.872846741,0.002675986,29250636.31,77.2,0.12
20100119,1136.03,1135.77,472483,10.85463231,89.24410944,14.68,1132.558835,1142.393,3.25,1143.324,23.81,3.1503901,0.011919355,35230016.08,77.53,0.13
20100120,1147.95,1129.25,481056,9.975542487,14.3877728,20.98,1133.080851,1142.545,1.82,1143.688,22.94,0.445723263,0.000790833,22101733.02,78.36,0.13
20100121,1138.68,1114.84,687428.96,7.453229464,-138.5638519,26.74,1131.499818,1140.479,-29.2,1137.848,-16.51,-1.763277373,-0.022081301,17789015.59,78.43,0.12
20100122,1115.49,1090.18,620865,3.420155393,-298.7851488,26.3,1127.715073,1135.486,-56.7,1126.508,-44.76,-3.990713545,-0.046481161,4359085.75,78.27,0.11
20100125,1092.4,1092.4,448139,0.621819235,-211.6459395,11.21,1124.768876,1130.666,-39.25,1118.658,-40.36,-3.933642232,-0.04376711,23448010.71,78.2,0.12
20100126,1095.8,1089.86,473191,-1.945444925,-155.0923734,13.83,1121.664221,1125.185,-43.86,1107.046,-49.52,-4.612307639,-0.0387689,7805549.402,78.5,0.12
20100127,1091.94,1083.11,531912,-3.509478726,-124.2832972,16.4,1119.362866,1121.313,-52.73,1098.938,-47.48,-4.313937471,-0.042053628,5923372.187,78.72,0.12
20100128,1096.93,1078.46,545240,-5.72951115,-115.0696853,21.76,1116.045451,1115.198,-53.51,1092.548,-62.45,-4.549295031,-0.055665848,-4929068.71,78.93,0.12
20100129,1087.61,1071.59,541285,-8.253929588,-110.8821736,24.86,1112.028741,1107.739,-42.61,1088.97,-62.35,-6.267893304,-0.054716865,-15119445.44,79.49,0.12
20100201,1073.89,1073.89,407761,-8.915580163,-85.93998407,15.51,1109.853623,1103.055,-2.57,1087.452,-56.49,-5.16082406,-0.053067647,-8587439.545,79.19,0.14
20100202,1090.05,1087.96,474954,-8.205185826,-39.29546682,16.77,1109.231373,1098.364,6.54,1089.682,-45.14,-2.87932537,-0.030508594,-486365.6963,79,0.14
20100203,1100.67,1093.97,428545,-8.036926037,-35.21086425,9.35,1108.093147,1094.288,5.11,1089.638,-38.75,-3.41100147,-0.017196905,-1628413.346,79.41,0.13
20100204,1097.25,1062.78,585969,-10.53932163,-105.5048677,34.5,1103.809038,1088.951,-34.39,1085.354,-87.12,-7.574137346,-0.026242031,-15810347.05,80,0.14
20100205,1064.12,1044.5,643890,-12.13408375,-159.0283943,22.63,1100.226272,1086.394,-18.34,1083.818,-71.85,-6.313486345,-0.027890735,-9662442.273,80.25,0.13
20100208,1065.51,1056.51,408982,-13.99910724,-135.5016019,14.69,1096.084723,1082.39,-17.13,1077.328,-59.74,-5.350745199,-0.032440005,-23297341.91,80.38,0.13
20100209,1060.06,1060.06,511426,-14.20151474,-86.1337281,22.54,1093.649987,1080.225,-18.67,1070.768,-21.24,-1.945482524,-0.024583144,-22888170.11,79.77,0.13
20100210,1069.68,1059.34,425145,-14.38891076,-87.14377053,14.33,1091.219512,1077.288,-35.19,1064.938,-28.65,-2.612192053,-0.015121758,-26345654,80.04,0.12
20100211,1067.1,1060.59,440087,-13.54691151,-46.5752703,19.45,1090.005273,1076.682,-18.81,1068.01,-13.7,-1.254383475,0.004265302,-26004794.52,79.99,0.12
20100212,1075.95,1062.97,416068,-12.96897008,-43.90088594,15.5,1088.624771,1076.846,12.4,1069.874,-21.99,-2.003644647,-0.012559792,-30540987.74,80.24,0.12
20100216,1079.13,1079.13,408077,-10.82398498,63.90004654,20.16,1089.219554,1077.414,31.76,1077.5,10.34,-0.239635535,-0.007658703,-22603456.22,79.64,0.13
20100217,1096.14,1094.72,425923,-8.649948382,109.4745747,6.31,1090.199597,1077.033,36.4,1083.298,25.64,0.183143508,0.002028176,-11809070.42,80.47,0.12
20100218,1099.03,1097.48,387862,-6.270518591,123.1855045,10.76,1091.775826,1077.98,43.64,1091.022,17.56,0.842824601,0.039430766,-10506039.7,80.92,0.12
20100219,1105.49,1100.8,394428,-4.141785637,113.5188856,11.62,1093.432414,1082.586,46.06,1097.162,5.85,1.06332574,0.038749696,-10634863.43,80.53,0.13
20100222,1110,1105.38,381444,-2.519310694,98.71230405,6.91,1094.820755,1086.768,41.82,1103.662,10.73,2.164993131,0.046272146,-3293517.009,80.56,0.12
20100223,1107.49,1092.18,452105,-2.289174364,57.43679844,16.4,1094.799731,1090.554,37.86,1103.608,31.49,1.930401259,0.021998904,-19209483.26,80.92,0.12
20100224,1095.89,1095.5,416836,-1.234005736,70.90497326,11.82,1095.794042,1094.026,34.72,1104.754,39.05,1.473572104,0.033576418,-6746438.091,80.77,0.11
20100225,1101.24,1086.02,452113,-0.576719709,44.74247026,19.22,1096.47461,1097.507,34.81,1103.992,46.2,-0.034441504,0.022186157,5560253.176,80.74,0.12
20100226,1103.1,1097.56,394519,0.068467005,60.79817469,9.68,1097.23798,1100.109,26.02,1103.056,33.97,0.657079323,0.026238354,19772058.37,80.35,0.13
20100301,1105.36,1105.36,384764,1.468217655,95.56715233,11.62,1098.99722,1104.129,40.2,1104.596,47.58,4.947747646,0.018678689,23860805.17,80.72,0.14
20100302,1117.01,1116.51,413468,2.755563974,125.0768701,7.75,1100.836533,1106.473,10.3,1109.338,39.84,4.888434519,0.016811081,28363404.92,80.47,0.14
20100303,1119.36,1116.58,395132,3.7710568,125.505119,9.06,1102.546387,1108.401,24.19,1112.048,43.28,5.871832239,0.010761626,23826805.21,80.01,0.15
20100304,1119.12,1116.66,394501,4.857143125,121.7551324,7.07,1104.491493,1110.023,17.73,1116.054,28.1,4.899488099,0.012288841,34650581.09,80.55,0.16
20100305,1125.12,1125.12,413300,6.907528215,184.2875327,16.41,1107.749446,1112.976,35.76,1122.896,39.19,6.606873695,0.026951787,51174703.65,80.44,0.17
20100308,1138.4,1136.77,377468,8.419282594,167.0358887,4.28,1110.67807,1116.025,34.01,1127.454,31.75,5.56621881,0.038559508,42239247.73,80.43,0.15
20100309,1137.56,1134.9,518557,9.663314856,139.1958214,10.47,1113.513492,1120.61,24.74,1131.882,31.28,6.038065662,0.030873778,36700771.05,80.56,0.14
20100310,1140.22,1140.09,546912,10.93948469,132.6764552,8.17,1116.570302,1124.647,27.3,1137.246,37.6,3.393471178,0.037246532,47097289.62,80.4,0.14
20100311,1143.96,1138.99,466906,12.18401109,118.2628619,11.25,1119.77694,1129.377,31.45,1142.7,55.64,5.083135392,0.039774308,65039042.6,80.26,0.15
20100312,1151.71,1146.97,492816,13.00027524,109.3363984,6.44,1122.654374,1133.927,27.02,1144.958,44.75,4.048894358,0.029808955,61380791.25,79.8,0.17
20100315,1148.53,1141.45,416411,13.53312863,85.06723284,9.53,1125.307291,1137.407,11.81,1147.36,47.57,4.313017934,0.027987588,68921694.64,80.23,0.2
20100316,1150.83,1150.35,436977,14.51034278,107.7274414,9.93,1128.55993,1141.522,20.96,1151.162,54.97,4.976957691,0.035076674,70974037.26,79.67,0.2
20100317,1159.94,1159.94,496320,15.64906791,132.8832424,10.38,1132.145651,1146.264,25.76,1155.282,50.5,4.526265786,0.03707737,77401918.33,79.75,0.18
20100318,1166.13,1161.16,423451,16.33258113,121.9778616,6.61,1135.353684,1150.55,20.22,1158.4,47.52,4.249268986,0.023270974,71608375.99,80.31,0.18
20100319,1166.68,1155.33,521241,16.20892247,94.51387119,13.87,1137.691429,1152.67,9.66,1160.382,41.11,3.674505493,0.018449866,63322067.21,80.77,0.18
20100322,1157.25,1152.88,426168,16.39877483,88.69862779,14.94,1140.369388,1155.401,15.82,1163.442,42.84,3.814883746,0.021753116,59026233.38,80.53,0.18
20100323,1166.47,1163.83,441164,17.02753351,120.8308838,10.89,1143.588494,1158.773,23.66,1166.384,35.47,3.114955651,0.024323565,60228393.69,80.88,0.17
20100324,1172.7,1166.01,470575,16.81157484,95.51269066,8.16,1145.886732,1160.984,8.26,1166.686,29.22,2.566534914,0.014969342,48177129.22,81.91,0.17
20100325,1170.03,1165.09,566890,16.29204511,94.17149735,15.6,1147.776567,1162.533,-0.48,1166.666,25.28,2.216668859,0.013502269,42015628.89,82.15,0.17
20100326,1167.58,1161.48,470842,15.76794581,64.760526,12.45,1149.568323,1164.193,0.76,1168.004,20.98,1.831338763,0.013783763,43740479.15,81.62,0.17
20100329,1167.71,1167.71,437558,15.70652389,91.29848099,8.26,1151.820864,1166.464,13.32,1169.486,22.98,1.997843928,0.011728406,56871613.13,81.29,0.16
20100330,1173.75,1168.92,408500,15.48339819,96.25288057,8.91,1153.863638,1167.845,7.46,1169.306,23.28,2.024365429,0.00601737,48989125.61,81.47,0.16
20100331,1171.75,1165.77,448434,14.82581084,59.17238552,8.79,1155.346149,1168.167,-4.74,1169.648,18.92,1.644488097,0.003078423,45531853.12,81.07,0.09
20100401,1171.23,1170.69,400687,14.83327589,123.9560422,12,1157.513182,1169.394,10.38,1172.122,18.64,1.607644938,0.015448604,49018953.05,80.72,0.17
20100405,1178.71,1178.71,388162,15.41515562,206.1591195,9.63,1160.363356,1172.148,21.71,1176.292,21.23,1.820426853,0.018215657,47804711.49,81.11,0.2
20100406,1186.01,1182.77,408618,15.85491718,202.2715674,9.03,1163.13256,1174.511,22.85,1179.536,23.61,2.025166619,0.012837974,48937665.14,81.39,0.2
20100407,1188.23,1177.25,510143,15.46117005,114.0259415,12.35,1164.972316,1175.339,9.23,1181.372,22.55,1.944133115,0.012457186,45042364.7,81.61,0.19
20100408,1181.75,1175.12,472697,15.29477363,95.33274753,13.43,1167.016857,1177.211,13.17,1184.774,20.63,1.769585095,0.017455581,43611081.52,81.5,0.19
20100409,1187.47,1187.15,451157,15.62269925,143.8187567,8.22,1169.621919,1180.075,24.94,1188.028,20.2,1.720364172,0.023259124,42318730.89,80.88,0.19
20100412,1194.94,1194.71,460709,15.86990366,149.1327169,4.83,1172.179831,1183.064,18.38,1189.836,28.76,2.462919193,0.019440358,44624518.03,80.58,0.19
20100413,1195.94,1188.82,540358,15.94814183,112.1001689,10.22,1174.572228,1185.472,19.2,1191.408,31.57,2.708174277,0.020070158,42963628.68,80.42,0.2
20100414,1198.69,1198.69,576004,16.89265161,165.7528903,13.35,1178.008206,1189.21,21.21,1197.048,44.06,3.77681962,0.034047826,46430989.21,80.22,0.2
20100415,1210.77,1208.5,599533,17.52151081,158.3492532,5.42,1181.214091,1193.434,29.22,1202.094,38.45,3.277305194,0.027705563,43338019.78,80.47,0.22
20100416,1210.17,1186.77,810847.04,16.25578499,55.68532564,24.9,1182.253702,1194.837,5.69,1201.646,18.86,1.607473131,0.003934135,33526845.1,80.8,0.21
20100419,1192.06,1183.68,659774,15.50883987,26.174209,14.19,1183.707635,1195.845,3.15,1201.854,28.09,2.402024918,0.006747278,35900750.86,80.92,0.2
20100420,1199.04,1199.04,531659,15.5166881,97.9054172,11.06,1185.942146,1197.618,10.69,1203.828,29.07,2.467532468,0.020477646,36121999.37,81.04,0.2
20100421,1207.16,1198.85,572431,15.24788899,90.21260221,12.14,1187.846703,1199.967,8.64,1202.886,18.5,2.363127069,0.016169959,29577773.66,81.23,0.2
20100422,1202.52,1190.19,603578,15.08130406,62.72409385,20.08,1189.829875,1202.19,-1.98,1202.286,19.23,1.616727199,0.011831186,33459182.45,81.69,0.2
20100423,1207.87,1205.1,532606,15.46575969,125.8441803,12.18,1192.444172,1204.481,5.61,1207.316,34.83,2.945579094,0.017087277,50220881.34,81.36,0.2
20100426,1217.07,1211.07,564776,15.17351542,112.998021,8.73,1194.311394,1206.038,19.92,1210.222,25.61,2.158558376,0.012169465,39677663.58,81.28,0.2
20100427,1209.92,1181.62,745454,12.51089081,-70.5978706,30.43,1193.301737,1204.679,-13.81,1205.53,-10.66,-0.892520743,-0.022252509,21675621.71,82.33,0.2
20100428,1184.59,1181.81,634231,10.89247107,-104.0099285,13.24,1193.11681,1202.75,-15.81,1202.614,-5.12,-0.427921904,-0.01676199,34109633.34,82.29,0.2
20100429,1193.3,1193.3,605941,10.73043314,13.43344102,18,1194.418066,1202.261,0.84,1202.236,9.48,0.791781508,0.012139744,46278247.19,82.01,0.19
20100430,1206.77,1186.32,604826,8.878575123,-74.23528884,21.67,1193.68206,1201.717,-21.98,1196.118,-23.96,-1.979102135,-0.00904369,35051182.06,81.91,0.2
20100503,1188.58,1188.58,493805,8.568560152,-30.94607784,18.44,1194.499007,1202.191,-6.41,1194.16,-9.41,-0.693016148,-0.004067364,36554538.89,82.38,0.2
20100504,1197.5,1168.12,659472,5.941755715,-167.5808448,34.14,1192.508625,1198.834,-43.68,1192.138,-18.53,-3.141944589,-0.026817255,26963211.87,83.47,0.21
20100505,1169.24,1158.15,679594,3.20176072,-213.1473969,17.8,1189.97447,1194.83,-46.15,1187.046,-31.62,-2.200263394,-0.035386003,27222682.67,84.15,0.21
20100506,1164.38,1065.79,1061780.96,-1.992842318,-303.6160948,101.79,1184.086425,1186.778,-55.56,1171.32,-79.02,-5.792805131,-0.073220623,14687979.97,84.95,0.2
20100507,1127.04,1094.15,947291.04,-7.417641368,-207.9300799,40.98,1177.114385,1176.138,-80.48,1156.158,-95.06,-7.976507037,-0.083470154,-82291.03399,84.39,0.2
20100510,1122.27,1122.27,689370,-7.68644243,-85.94209457,52.97,1175.458729,1170.906,-47.05,1147.652,-48.94,-3.831865599,-0.02025834,10944450.67,84.25,0.2
20100511,1156.39,1147.71,584255,-8.123748762,-51.27930038,22.77,1173.585517,1168.114,-30.9,1144.09,-61.49,-4.375056881,-0.029856634,15052183.3,84.73,0.2
20100512,1155.43,1155.43,522546,-7.107008723,-23.19049512,17.44,1173.403087,1166.145,-1.93,1145.244,-40.38,-3.746878286,-0.029093953,21655705.98,84.84,0.2
20100513,1170.04,1156.14,487064,-7.364582667,-26.67131081,17.43,1171.882793,1161.211,-8.46,1151.102,-26.27,-4.505589703,-0.024648392,7657639.276,85.43,0.2
20100514,1157.19,1126.14,612640,-9.218299203,-80.02257963,31.3,1168.434908,1156.11,7.53,1156.062,-55.68,-4.057581671,-0.055379036,-3518838.578,86.29,0.2
20100517,1136.52,1114.96,592292,-10.46507655,-89.22711172,26.92,1165.435393,1149.578,26.06,1151.504,-69.84,-4.567888799,-0.031237219,-4444134.758,86.14,0.21
20100518,1138.78,1117.2,617084,-12.61015765,-82.01445548,31.46,1161.184403,1144.298,-38.93,1144.506,-65.89,-7.12474519,-0.038682563,-21689961.36,87.31,0.21
20100519,1119.57,1100.66,676580,-14.60576071,-108.0131539,23.61,1156.79065,1139.213,-40.74,1133.182,-87.21,-6.036959947,-0.011611931,-25855922.8,86.12,0.2
20100520,1107.34,1071.58,832856.96,-19.46971454,-160.3409105,43.47,1148.676303,1133.557,-100.08,1116.012,-102.01,-8.692058623,-0.035368357,-30651903.41,85.95,0.2
20100521,1067.26,1055.9,545213,-21.77429701,-151.0511702,34.26,1142.868083,1131.238,-69.75,1106.414,-78.21,-6.70812248,-0.062117907,-22793704.84,85.46,0.2
20100524,1084.78,1072.7,522404,-24.45174143,-127.5129609,17.25,1136.275885,1122.63,-62.03,1093.756,-54.5,-4.830917874,-0.071068274,-37697437.77,86.48,0.21
20100525,1067.42,1040.78,732958,-26.24048858,-138.7710914,33.97,1130.347705,1114.454,-62.91,1084.402,-36.85,-3.317189976,-0.083334045,-33718752.54,86.39,0.21
20100526,1075.51,1065.59,452105,-27.82790599,-91.90385881,25.16,1124.405067,1104.082,-52.85,1074.982,-91.78,-7.913910997,-0.077317183,-41822675.1,87.36,0.2
20100527,1074.27,1074.27,569846,-25.95368424,-45.87366904,35.57,1122.372203,1098.644,-11.99,1081.276,-52.73,-4.562247467,-0.02872288,-38725792.37,86.3,0.2
20100528,1102.59,1084.78,487121,-25.27839729,-41.65870584,18.28,1119.232946,1094.017,17.82,1081.62,-82.26,-7.020748163,-0.041805196,-41627161.25,86.77,0.19
20100601,1087.3,1069.89,527148,-25.95299131,-62.53096113,24.88,1114.611713,1087.394,-2.94,1081.032,-86.73,-5.720801634,-0.044691292,-37088512.9,86.88,0.2
20100602,1073.01,1072.03,502636,-23.97846535,-29.4108569,27.85,1113.065835,1085.152,24.35,1085.902,-37.3,-3.391559801,-0.014950002,-33360463.92,86.74,0.2
20100603,1098.82,1091.81,499597,-21.80322746,14.07927649,13.86,1112.090994,1083.93,34.88,1092.878,-34.11,-1.603319058,0.028327122,-39915388.68,87.21,0.19
20100604,1098.43,1060.5,618058,-22.87786185,-70.98840809,42.33,1107.594709,1083.259,-38.18,1085.242,-55.92,-4.499349805,-0.020971049,-39850297.99,88.3,0.19
20100607,1065.84,1049.86,546756,-24.60861116,-133.8486691,21.5,1102.15426,1079.537,-38.94,1077.454,-64.58,-1.970903051,-0.021589904,-55688201.88,88.49,0.19
20100608,1050.81,1042.17,619275,-24.76439925,-135.2666093,20.98,1098.330045,1078.372,-27.41,1075.712,-9.59,-2.361886199,-0.011200804,-38550076.37,88.15,0.19
20100609,1062.75,1052.25,598320,-25.10760188,-94.21202495,25.49,1094.269088,1076.538,-15.02,1067.174,-32,-1.672798398,-0.011479938,-40121133.57,87.92,0.18
20100610,1058.77,1058.77,514478,-22.60546604,6.074622463,32.16,1093.561556,1078.427,-11.54,1063.976,13.19,1.192704114,-0.014704549,-22104548.7,87.11,0.18
20100611,1082.65,1077.12,405928,-20.00777594,57.01785068,15.13,1093.374741,1077.281,-11.23,1069.32,17.57,2.214523152,0.002006229,-9142069.098,87.28,0.18
20100614,1095,1089.03,442583,-17.90169082,88.37714659,16.88,1093.018099,1077.303,-13.2,1077.152,21.68,2.030057587,0.017363692,-25807230.87,86.7,0.18
20100615,1091.21,1091.21,464449,-14.00545101,129.3057917,25.96,1095.133518,1081.755,12.4,1087.798,12.17,4.427173557,0.015108991,-16146972.88,86.05,0.19
20100616,1114.02,1107.13,500260,-10.84269389,132.6897863,11.61,1096.988421,1083.378,11.78,1099.582,25.2,4.369118404,0.010568719,-25345550.09,86.2,0.19
20100617,1115.98,1105.87,455776,-8.127112731,115.4353562,11.85,1098.802857,1084.699,51.16,1105.422,45.33,1.176726561,0.045840651,-18273801.34,85.69,0.19
20100618,1116.16,1113.93,455536,-5.789639031,113.9105742,7.08,1100.58449,1089.962,67.04,1110.604,19.13,2.579377828,0.059990515,-6815376.978,85.57,0.18
20100621,1122.79,1108.24,451436,-4.236123865,96.83687071,22.99,1101.785967,1096.235,51.2,1115.318,10.37,2.183750838,0.045993532,-10462857.06,85.94,0.17
20100622,1113.9,1094.18,451438,-4.397829944,38.67070626,24.32,1101.169208,1099.566,39.62,1111.334,30.43,2.297540884,0.036172408,-10034695.29,86.11,0.18
20100623,1095.57,1085.31,452615,-4.735259722,4.915824184,14.33,1100.29976,1103.201,5.2,1106.82,41.57,-0.577213715,0.00476173,-9792908.266,85.82,0.17
20100624,1090.93,1071.6,481483,-6.409482371,-45.22449894,20.44,1097.765497,1101.886,-17.91,1098.35,11.69,-2.64229301,-0.016407109,-2371856.404,85.76,0.16
20100625,1075.1,1067.89,512884,-7.403252454,-65.05009588,15.67,1095.764974,1100.402,-39.28,1090.2,21.07,1.115618661,-0.011811349,-12418126.32,85.35,0.16
20100628,1077.5,1071.45,389641,-8.272180554,-76.88929251,11.15,1093.746405,1098.896,-42.94,1082.474,-12.27,2.294211163,-0.036458847,-7657084.2,85.69,0.17
20100629,1071.1,1035.18,613670,-11.51749823,-178.9715482,39.39,1088.745795,1091.497,-71.96,1071.66,-50.36,-1.95480226,-0.065825715,-21747431.07,86.13,0.15
20100630,1040.56,1028.33,506708,-14.7688725,-184.1815187,19.75,1083.218576,1083.107,-64.6,1059.394,-58.92,-2.366224933,-0.076457833,-22962290.37,86.05,0.09
20100701,1031.1,1010.91,643577,-17.41437801,-165.4901252,22.67,1077.899664,1074.24,-64.67,1050.13,-87.86,-5.47182658,-0.080661471,-36347656.51,84.55,0.17
20100702,1027.65,1015.93,396850,-19.67072133,-132.2427845,17.02,1072.631125,1064.747,-51.11,1039.294,-92.03,-6.322828875,-0.081404959,-30300951.85,84.37,0.18
20100706,1028.09,1018.35,469124,-20.77719291,-99.52263537,24.15,1068.386256,1056.233,-46.51,1029.992,-87.98,-8.004402645,-0.061398143,-22820419.82,84.05,0.18
20100707,1028.54,1028.54,493122,-18.83785079,-45.56586749,32.83,1067.613279,1052.729,19.03,1033.798,-57.24,-4.754761049,-0.029092341,-22434504.43,83.96,0.18
20100708,1062.92,1058.24,454846,-16.30762148,-1.342820271,13.01,1067.864395,1050.55,39.54,1041.706,-42.95,-2.287936749,-0.003203904,-19863688.06,83.86,0.17
20100709,1070.5,1068.1,350657,-13.52436351,28.88529545,10.06,1068.825881,1050.977,50.59,1051.824,-17.35,-1.289330061,0.001113214,-2660536.314,83.98,0.18
20100712,1077.23,1070.45,342699,-11.12660455,46.75670769,10.33,1069.771036,1051.176,56.17,1063.058,-13.29,0.471271969,0.003874855,6738376.622,84.25,0.17
20100713,1080.65,1080.65,464046,-7.797800758,97.73763408,20.71,1072.206175,1053.253,72.76,1076.514,21.65,1.725547011,0.049391057,6977990.297,83.52,0.17
20100714,1095.61,1087.68,452105,-5.114461024,103.6005511,11.4,1074.393206,1058.646,67.11,1083.494,18.41,1.917045888,0.058858442,10434476.72,83.35,0.17
20100715,1094.46,1080.53,455247,-2.849343443,90.84159772,18.13,1076.49671,1065.223,36.21,1088.74,21.91,5.305213015,0.063028965,1048663.372,82.35,0.19
20100716,1093.85,1063.32,529735,-3.563005242,38.17603902,33.16,1075.390357,1068.974,-5.37,1086.124,23.64,3.3151905,0.039722786,-16806732.56,82.57,0.19
20100719,1066.85,1061.11,408950,-3.573389783,25.22563882,13.59,1074.996037,1073.841,-6.71,1084.624,40.54,4.271099993,0.040317386,-11452500.72,82.56,0.19
20100720,1064.53,1056.88,471328,-2.565190893,37.83003071,27.06,1075.804034,1079.383,4.73,1082.252,56.11,5.955524262,0.021421715,-14157076.01,82.75,0.18
20100721,1086.67,1065.25,474718,-2.854092721,32.04127125,23.71,1075.212221,1080.315,-25.75,1077.136,47.01,4.597195329,-0.000616678,-22114278.46,83.34,0.18
20100722,1072.14,1072.14,482690,-1.127003353,75.1165877,27.91,1076.970105,1082.657,-1.5,1076.574,65.61,6.381923234,0.014364479,-13724962.08,82.64,0.18
20100723,1092.17,1087.88,452457,0.956123683,120.1533287,15.85,1079.416761,1085.127,6.18,1084.13,42.39,3.998038236,0.021683928,-10052965.09,82.52,0.19
20100726,1102.89,1101.3,400965,3.562492458,156.252721,13.71,1082.806594,1088.753,50.13,1092.882,44.76,4.18220042,0.017641097,785615.2318,82.07,0.19
20100727,1117.36,1109.78,472569,5.470587739,152.7056055,11.17,1085.762156,1090.603,42.59,1098.954,35.88,3.328509407,0.016761833,4675146.575,82.13,0.19
20100728,1112.84,1103.11,400239,6.288148568,101.7762668,11.55,1087.701951,1091.699,22.65,1106.262,27.38,2.538122827,0.00872411,2070038.994,82.13,0.2
20100729,1108.07,1092.82,461242,6.4900763,68.29355365,23.08,1089.018908,1092.204,31.94,1107.834,6.19,0.565121332,0.033271904,8705431.948,81.62,0.19
20100730,1098.44,1088.01,400645,6.57990485,36.79065186,18.43,1090.217107,1095.876,7.93,1107.622,6.43,0.58712346,0.027550835,8538710.29,81.57,0.18
20100802,1107.53,1107.53,414418,8.510569328,129.1445354,25.7,1093.611668,1101.337,23.2,1109.792,29.38,2.679483438,0.037642336,18414917.53,80.9,0.19
20100803,1125.34,1116.76,407182,9.495442417,109.7032683,9.1,1096.168652,1105.035,5.45,1111.116,55.58,5.21936744,0.045400996,25107270.21,80.6,0.19
20100804,1121.06,1119.46,405785,10.69971116,109.6794653,9.29,1099.127828,1110.8,13.4,1115.338,55.99,5.226604434,0.029780703,36197765.55,80.99,0.19
20100805,1125.78,1118.81,368556,11.40721846,91.89075448,8.43,1101.668987,1114.014,19.68,1120.194,42.33,3.906855687,0.020562972,38385097.13,80.78,0.19
20100806,1122.07,1107.17,385789,11.49888693,56.98099488,18.64,1103.570989,1115.912,20.11,1124.202,52.05,4.866350658,0.005910987,40873090.2,80.41,0.18
20100809,1122.8,1120.91,319163,11.93026379,92.23422735,8.33,1105.877561,1117.19,26.19,1124.588,34.12,3.119771046,0.012369324,44780612.52,80.71,0.18
20100810,1122.92,1111.58,397936,11.59541361,51.0087646,16.21,1107.323508,1117.912,-4.8,1124.708,18.4,1.668692072,0.013317753,33323193.39,80.89,0.18
20100811,1116.89,1088.55,451186,8.680925126,-111.5498951,32.51,1105.623174,1116.246,-30.99,1117.154,-25.54,-2.290562416,-0.010948408,18515948.49,82.46,0.17
20100812,1081.48,1076.69,452105,5.831101671,-194.5113922,12.78,1103.526681,1114.454,-43.63,1108.714,-30.23,-2.714034332,-0.016330792,15046014.14,82.58,0.18
20100813,1082.22,1079,332889,3.184076439,-151.4032446,7.25,1101.214616,1112.219,-46.56,1100.236,-26.88,-2.430094112,-0.041399464,11108696.24,82.92,0.19
