Ntime,Open Price,Low Price,Volume,MACD,CCI,ATR,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR
20100128,20202.3301,20170.1504,188064.72,-412.593991,-91.84470392,404.4902,21165.55376,20876.44903,-929.8008,20364.7,-1970.2715,-8.824755749,-0.059932645,-562538.4692,78.93,0
20100129,20026.5195,19916.3398,178425.74,-442.6066803,-96.39962432,440.0293,21066.16675,20723.23203,-740.6797,20243.8621,-1626.6094,-7.479145462,-0.06234944,-561655.4114,79.49,0
20100201,19987.6699,19845.9297,170199.68,-451.3639123,-85.35421117,408.3105,20987.84135,20601.60605,-482.4297,20172.90194,-1473.2,-6.783641349,-0.066160706,-409347.4865,79.19,0.0002
20100202,20432.9609,20181.2793,156164.2,-450.8133469,-54.16703976,352.6816,20919.68309,20461.02597,-326.3711,20205.47186,-1381.9805,-6.382055398,-0.047636104,-464389.237,79,0.0002
20100203,20486.1504,20315.3105,192211.48,-409.3550276,-14.47903339,508.3203,20900.86376,20404.61699,612.75,20343.27382,-737.9297,-3.438627041,-0.006738821,-366905.5303,79.41,0.0002
20100204,20534.7402,20316.3301,160773.41,-402.556874,-35.52352205,405.75,20847.60441,20352.51406,308.5703,20340.32812,-1336.3399,-6.164503654,-0.018553303,-555289.2528,80,0.0002
20100205,19706.2402,19655.8809,251543.92,-446.6137807,-138.649044,685.7597,20734.98305,20246.4041,-691.289,20248.9461,-1621.0898,-7.615695109,-0.0453173,-606247.5292,80.25,0.0002
20100208,19614.8496,19423.0508,175100.46,-485.1508184,-160.5842364,250.0586,20622.21234,20141.63808,-571.0996,20110.37422,-1311.7793,-6.287686601,-0.027770169,-769964.0274,80.38,0.0002
20100209,19493.5,19461.1992,149515.73,-490.7183355,-118.437424,382.6699,20542.98062,20109.733,-453.4707,20013.99414,-935.9004,-4.515547069,-0.01211951,-706331.4375,79.77,0.0002
20100210,19914.8398,19681.5391,0,-478.9628786,-71.40070654,295.1211,20483.86063,20098.64804,-349.959,19854.02226,-676.3301,-3.28338681,-0.021327399,-596247.6351,80.04,0.0002
20100211,20095.5293,20095.5293,133886.4,-434.900974,26.81764637,388.5684,20465.46338,20092.08008,-431.3906,19843.83204,181.3594,0.90186694,0.008314124,-484465.4466,79.99,0.0002
20100212,20240.6699,20212.5508,119358.21,-397.178388,53.65570372,215.7695,20446.72301,20106.75001,-72.9511,19964.55392,235.6192,1.176151216,0.001230445,-402999.8538,80.24,0.0002
20100217,20657.8594,20471.3594,111174.2,-341.9322538,110.4718304,415.5312,20455.03604,20135.77599,192.3692,20161.17776,177.6407,2.500562782,0.012751046,-427511.9775,80.47,0.0002
20100218,20534.7695,20381.3008,72061.43,-303.6748386,71.86510874,188.3086,20451.90407,20150.77306,80.5098,20287.55198,300.1602,1.942189061,-0.014473919,-215410.8044,80.92,0.0002
20100219,20261.4902,19874.5508,132948.45,-312.3704987,-31.78029022,547.5996,20398.77221,20067.967,-447.6211,20281.91174,-349.7305,-0.694106285,-0.022005162,-197688.807,80.53,0.0002
20100222,20407.8398,20313.1504,106765.83,-277.0737024,49.94201841,533.0703,20396.72433,20071.52989,712.1894,20299.22774,105.0898,0.102672534,0.034950188,-148336.6933,80.56,0.0002
20100223,20218.5098,20120.0996,0,-226.6595492,67.01592099,591.6504,20418.27439,20167.32188,1072.1094,20370.08984,-99.0801,2.489862061,0.051986103,-172301.1121,80.92,0.0002
20100224,20357.4199,20351.0508,150809.74,-196.9636634,59.51810724,271.9492,20422.98542,20259.00684,677.4609,20356.83592,126.0996,1.106465946,0.033098959,-209673.7953,80.77,0.0002
20100225,20550.03,20261.98,198020.96,-176.8911345,56.75713411,382.29,20420.75538,20319.93591,477.3493,20352.31984,734.4899,0.628399619,0.023399969,-142848.2252,80.74,0.0002
20100226,20657.8301,20567.5801,149247.94,-142.4662695,90.06723602,263.2698,20438.65479,20388.58376,318.0097,20495.25578,1057.8086,-0.547150187,0.015430848,-36485.41119,80.35,0.0002
20100301,20853.0801,20853.0801,258599,-78.11539504,156.331402,448.2305,20497.53812,20465.20778,788.2402,20631.18782,1266.6504,3.516378615,0.037433767,90973.83239,80.72,0.0001
20100302,20921.4395,20847.4609,229629.22,-38.83908832,132.2756061,209.4688,20536.44967,20528.94977,528.8399,20687.8097,983.8887,6.310827587,0.017798606,-85941.88951,80.47,0.0001
20100303,21016.2891,20845.1602,167411.53,-9.963383759,125.7028265,171.1289,20568.86295,20563.2277,253.7891,20769.61948,586.0996,6.78178057,0.021777233,-23141.15797,80.01,0.0001
20100304,20983.8105,20575.7793,191083.76,-11.23860345,57.2165155,424.3516,20569.52165,20578.59059,108.0391,20804.86134,307.0898,3.969120335,0.033134094,-140172.765,80.55,0.0001
20100305,20820.9707,20654.9395,287517.6,4.817317352,58.50748405,245.1914,20590.32632,20667.98571,388.4007,20840.71564,253.9609,4.345650081,0.019756676,-305651.9993,80.44,0.0001
20100308,21099.7109,21080.7598,205289.96,49.96052006,153.3604568,469.1191,20648.0923,20749.94567,588.1699,20868.70352,774.7187,4.46598722,0.027073295,-233947.8683,80.43,0.0001
20100309,21153.6191,21128.9297,142101.25,85.61187694,128.4824797,148.7305,20701.37406,20808.40075,150.6211,20928.9918,1313.5313,4.632076978,0.034884302,-289164.1593,80.56,0.0001
20100310,21293.5195,21156.0898,125767.72,112.6271135,111.667791,137.4297,20749.65168,20882.45564,302.1797,20995.2918,831.0196,4.078169551,0.038132218,-295969.6455,80.4,0.0001
20100311,21333.0605,21059.0605,140221.87,134.0976673,96.06966695,274,20795.22764,20965.31856,351.4101,21125.77578,605.1992,2.934583717,0.02918288,-447117.0295,80.26,0.0001
20100312,21249.8008,21116.8398,116440.72,147.918635,82.84459871,143.2305,20834.70502,21025.42266,633.9609,21210.12968,742,3.625217013,0.007204732,-349170.5691,79.8,0.0001
20100315,21036.4199,20964.3105,114330.88,146.6398736,38.95174795,245.4297,20857.9807,21027.63965,291.1289,21186.57578,679.5296,3.331097665,0.008206717,-255128.5288,80.23,0.0001
20100316,21135.7891,20986.6895,102780.96,139.4860956,35.24467104,210.1406,20873.69013,21039.32168,-173.9394,21149.65156,414.2305,2.009978873,0.006951486,-265542.1985,79.67,0.0001
20100317,21183.5996,21159.4297,161208.82,161.1341317,112.6190965,417.25,20922.33775,21090.09179,176.9394,21184.89178,327.5605,1.555594784,0.037817638,-266146.0544,79.75,0.0001
20100318,21429.6895,21287.3691,134195.3,171.9652001,112.483434,153.4414,20961.22653,21165.58085,122.3808,21205.38592,424.5605,2.030796318,0.025442201,-352745.6613,80.31,0.0001
20100319,21359.5508,21257.8008,134744.59,181.6942434,91.71425262,131.1992,21000.23546,21223.86581,142.6211,21237.60194,494.0312,2.366413713,0.008139659,-462556.5601,80.77,0.0001
20100322,21120.4297,20899.6895,157254.89,152.3402307,-49.87881393,471.1308,20993.85589,21197.5039,-276.4902,21208.43202,357.4707,1.737337356,-0.01293411,-611402.7465,80.53,0.0001
20100323,21070.6504,20971.5605,125319.67,131.9559173,-26.78312037,277.8301,20993.27717,21175.52675,-91.3203,21201.40194,199.8086,0.961174147,-0.01039734,-590077.1982,80.88,0.0001
20100324,21203.5,20974.0508,128211.01,116.1439644,-42.76346283,231.4492,20994.73831,21155.55975,-14.3106,21126.22772,-188.25,-0.888102857,-0.010343793,-654934.4666,81.91,0.0001
20100325,20799.0508,20659.2793,145667.75,84.07907748,-209.3640761,349.3398,20974.14902,21110.59491,-605.9394,21015.8039,-429,-2.022864422,-0.020329782,-549753.7635,82.15,0.0001
20100326,20679.6504,20679.6504,186388.2,79.90095951,-84.25108573,447.0996,20981.66906,21094.93183,-277.5605,20952.26172,-155.1797,-0.731693628,-0.001232984,-365419.4655,81.62,0.0001
20100329,21148.0508,21125.9102,139444.39,90.42056668,47.54810617,265.1211,21006.02721,21110.76484,-133.3906,21013.09766,9.2305,0.043482256,0.010100092,-300614.1059,81.29,0.0001
20100330,21229.77,21202.17,174975.08,108.5895072,92.86971446,248.81,21041.14748,21145.95087,441.54,21090.4998,165.0498,0.778179263,-0.000453609,-270098.8807,81.47,0.0001
20100331,21366.6191,21230.2891,215944.42,110.7825824,69.57910108,216.5117,21060.02387,21131.43681,251.5703,21136.6459,160.25,0.760231713,-0.004281174,-319098.7134,81.07,0.0001
20100401,21390.8906,21373.1602,205941.44,134.9825156,122.0505466,308.3106,21105.45017,21152.06982,528.3809,21288.33574,514.0703,2.445283827,0.00771601,-69687.5596,80.72,0.02
20100407,21828.3496,21747.5703,286874.68,183.6565827,205.9879081,398.4102,21183.86153,21207.86474,691.3398,21463.46776,544.2793,2.610799175,0.045397873,-174922.3027,81.61,0.02
20100408,21836.4199,21813.3496,171226.04,214.7742207,168.0162434,135.9004,21248.92606,21301.24365,492.2491,21589.38964,536.3692,4.460793713,0.040209367,-105564.4118,81.5,0.02
20100409,22038.62,21963.78,212907.16,263.9456132,183.7227136,382.1909,21340.31406,21423.31572,969.1504,21756.13164,837.6797,5.816340464,0.054028003,157612.8248,80.88,0.02
20100412,22365.52,22131.93,158008.68,293.8519109,147.5810494,256.84,21416.30034,21536.27081,601.17,21935.89572,1204.92,5.376607071,0.061415158,201481.2264,80.58,0.02
20100413,22216.1094,22008.0508,186820.28,311.1706705,105.8757432,282.6191,21481.75071,21668.76866,566.5293,22049.20158,1115.75,6.376664632,0.047522723,184208.5458,80.42,0.02
20100414,22183.0508,22061.7695,130208.62,322.6213469,87.32660885,130.5606,21542.67252,21775.60069,584.4297,22087.73362,1112.8106,5.074406254,0.039961251,9638.372149,80.22,0.02
20100415,22265.3594,22113.2109,145971.47,330.8190318,84.2758716,224.6797,21601.25803,21867.63975,229.0508,22145.88986,1379.2695,4.333813522,0.035338778,-111756.2221,80.47,0.02
20100416,22059.3008,21788.8809,249672.4,310.1335424,36.88598416,368.9394,21626.40105,21916.68673,-1.7793,22077.24182,812.1504,2.294618099,0.028625784,-183697.2753,80.8,0.02
20100419,21557.7793,21283.3008,234876.34,253.6903488,-54.16784998,581.959,21605.33142,21933.26876,-803.3301,21930.6418,167.7402,0.780722118,-0.006121099,-249982.4831,80.92,0.02
20100420,21519.2598,21507.4707,142203.18,223.9845607,-37.54988037,242.5801,21607.05042,21941.90685,-514.7891,21834.61212,248.5909,0.401081395,-0.01392639,-111865.7196,81.04,0.02
20100421,21732.7598,21475.9805,162415.81,189.1877984,-50.54370235,264.6601,21597.89606,21900.12287,-592.5996,21712.51212,271.5801,-0.121048893,-0.016285213,-280060.4538,81.23,0.02
20100422,21283.9297,21206.7402,135202.26,155.3029368,-96.48076919,304.1895,21584.28115,21858.91291,-666.4902,21571.93596,-82.0605,-0.381021034,-0.033931175,-137403.3779,81.69,0.02
20100423,21385.1602,21232.1504,130653.36,110.1971559,-112.6298172,222.7891,21551.92011,21762.51193,-913.3301,21447.78204,-684.2793,-3.120463736,-0.040368278,-340018.1434,81.36,0.02
20100426,21501.2109,21489.0508,114059.7,100.9296061,-56.67437374,373.3594,21555.26681,21707.40098,-278.1993,21484.16016,-279.9786,-1.280368132,-0.023365897,-177393.1417,81.28,0.02
20100427,21341.4805,21224.0508,132749.07,66.57093427,-99.4149145,363.0097,21527.31655,21623.22696,-143.3808,21411.8418,-946.7109,-4.262831348,-0.038860083,-255434.5844,82.33,0.02
20100428,20853.8301,20853.8301,178828.72,13.97320751,-139.7027422,407.959,21472.27692,21506.02403,-673.9805,21299.53594,-1188.7696,-5.369773563,-0.054536948,-20260.58668,82.29,0.02
20100429,20994.3691,20763.3398,161708.07,-40.99466054,-138.433924,244.2207,21406.24292,21368.13399,-732.0098,21164.33202,-1324.6094,-5.992750669,-0.049683375,-119558.7193,82.01,0.02
20100430,20934.0703,20920.1504,238726.56,-57.29502485,-90.94464199,342.5996,21377.895,21292.46699,-346.3497,21137.15194,-1012.8399,-4.578546295,-0.013855536,195291.2178,81.91,0.02
20100503,20799.7891,20773.9707,131241.41,-93.12371797,-118.5771424,334.6191,21323.93923,21233.08594,-643.5801,20982.01172,-1346.4609,-5.922177354,-0.037552939,229822.2089,82.38,0.01
20100504,20935.9004,20743.4902,129119.97,-123.9870699,-102.4968062,268.459,21270.52129,21147.05293,-481.4394,20882.26406,-1102.209,-6.294705351,-0.034767391,-9001.466385,83.47,0.01
20100505,20390.1191,20293.2305,238453.62,-181.4964748,-163.7820906,469.8203,21180.71346,21028.71387,-1259.5214,20757.8918,-1077.6308,-7.032711772,-0.052547359,-144053.2535,84.15,0.01
20100506,20177.4707,19888.4902,215378,-239.971431,-176.3721037,439.0489,21080.97029,20896.56094,-1128.3789,20628.78986,-1489.9707,-5.941366997,-0.052299678,-268919.762,84.95,0.01
20100507,19699.5,19699.5,232480.7,-300.0515394,-170.5971485,433.9102,20970.42922,20764.14083,-1029.1113,20391.12972,-1590.6406,-7.876158719,-0.077211596,9833.095812,84.39,0.01
20100510,20118.9492,20035.5996,182097.76,-303.3107464,-88.67745535,571.6601,20918.63983,20648.09884,-352.2793,20314.18596,-1028.2989,-5.040642665,-0.039279314,-39823.83119,84.25,0.01
20100511,20346.5391,19977.0996,188872.88,-324.7543399,-93.07661745,449.541,20845.10364,20536.57091,-962.08,20190.87776,-1097.9804,-6.098501,-0.038325231,-282856.7587,84.73,0.01
20100512,20175.7402,20003.4902,115792.15,-332.5905783,-80.39066303,234.3692,20784.85474,20462.87989,-550.5606,20167.86798,-1374.5703,-4.857730123,-0.027259824,-303278.3853,84.84,0.01
20100513,20411.5508,20273.9902,134055.34,-318.1900758,-34.78029409,307.9395,20750.34104,20427.23399,94.9218,20225.67812,-839.3282,-5.394896633,-0.032504725,-424051.1776,85.43,0.01
20100514,20258.4492,20130.7793,136646.71,-325.3808881,-57.23832677,291.6816,20692.73044,20330.91798,12.0195,20270.70624,-803.9707,-5.250543098,-0.031998376,-353744.4999,86.29,0.01
20100517,19832.0293,19593.5,172864.8,-361.6270529,-135.9419482,551.9297,20599.63222,20221.30196,-205.0899,20128.41796,-1063.7207,-5.891343792,-0.050467131,-363993.5017,86.14,0.01
20100518,19768.8008,19672.3906,135010.89,-367.5770777,-94.48975077,340.9395,20537.28054,20139.49083,-481.7011,20088.1039,-1163.6503,-4.013588791,-0.018821737,-232788.1968,87.31,0.01
20100519,19552.1602,19546.2207,129343.43,-397.243176,-126.3094025,398.7188,20446.01387,20064.63497,-567.5293,19961.40196,-1232.3789,-7.246383176,-0.027537794,-148000,86.12,0.01
20100520,19694.4707,19276.4609,158550,-418.6033342,-136.4027604,470.6993,20360.28208,20005.87696,-666.6601,19786.0758,-1217.2207,-5.862436651,-0.01879787,-48600,85.95,0.01
20100524,19470.2793,19470.2793,164168.25,-420.8415067,-95.48806634,287.1602,20294.32758,19980.62403,-477.6699,19690.54182,-659.7793,-2.312824282,-0.037151523,184273.2745,86.48,0.01
20100525,19317.2402,18974.5195,216569.34,-472.2244293,-179.089267,693.2403,20169.67733,19836.50997,-729.6992,19544.60198,-1147.9102,-4.692648261,-0.057628334,-124318.9257,86.39,0.01
20100526,19177.3398,19047.6992,226463,-490.2723734,-137.4868492,256.5605,20076.98894,19741.50391,-748.4903,19394.90392,-723.8399,-6.022485166,-0.050267977,34078.705,87.36,0.01
20100527,19015.8906,18971.5195,213679.68,-480.0853021,-89.52156617,584.2598,20015.50133,19663.3918,-147.6114,19365.38164,-995.2715,-3.549700207,-0.048529499,98600,86.3,0.01
20100528,19816.39,19710.86,206873.76,-439.8820797,1.75370865,478.6909,19991.80692,19597.81671,220.8799,19409.55762,-379.7998,-2.205468973,-0.018799286,134000,86.77,0.01
20100531,19705.5293,19629.8301,107584.92,-403.4922209,-1.26082612,194.1601,19970.22431,19559.79269,219.3594,19429.04356,-447.3007,-3.218375118,0.002529209,91300,86.47,0.01
20100601,19600.5703,19463.3496,109881.64,-391.7815324,-27.28393126,342.25,19925.15049,19537.96769,-170.8106,19531.3334,-925.5117,-3.218995622,-0.022461352,124000,86.88,0.03
20100602,19651.5508,19372.1309,123192.25,-380.1478849,-40.7553074,284.0898,19881.97433,19490.65382,486.3008,19586.40372,-673.6289,-1.23457236,-0.005474223,-55300.72432,86.74,0.03
20100603,19822.8906,19744.3203,127063.49,-341.5800005,57.32021362,388,19872.90162,19511.42686,590.2617,19657.47208,71.5117,-0.793327049,0.012173868,47547.9945,87.21,0.03
20100604,19765.25,19658.6602,101134.87,-308.000082,63.78224014,183.0195,19864.06054,19534.85088,348.7012,19660.14414,-164.8692,1.027069821,0.005677963,-151158.3394,88.3,0.03
20100607,19211.6699,19211.6699,158371.48,-310.2430429,-75.99853913,568.4004,19817.78339,19505.88994,-388.5596,19582.73632,-200.8301,-0.857879656,0.020262532,-16688.26177,88.49,0.03
20100608,19459.7402,19333.0996,90449.07,-299.7433258,-28.7246312,176.9902,19786.32597,19556.08799,-277.709,19580.84258,-58.3496,-0.298527101,0.01493427,80623.12671,88.15,0.03
20100609,19488.1992,19383.8906,126312.49,-277.4308839,28.91295931,408.3887,19770.60351,19598.56709,124.291,19610.73046,-46.5196,-0.236527192,0.009676814,192018.4401,87.92,0.03
20100610,19517.6094,19517.6094,96222.28,-255.8739122,35.01278976,211.541,19757.46977,19618.7001,160.8984,19579.92812,647.1992,3.408913118,-0.006779621,267250.1051,87.11,0.03
20100611,19995.6406,19834.2305,114658.13,-216.9486972,115.2561494,362.9414,19768.41369,19629.26719,85.67,19598.39024,675.9317,3.521128793,0.005393989,27875.40643,87.28,0.03
20100614,20102.5508,20024.0391,95475.82,-169.6579584,151.2054591,230.1699,19795.41336,19657.93926,265.1993,19733.1422,620.5411,4.456350188,0.027676216,-156485.6604,86.7,0.03
20100615,19998.5293,19970.9102,99605.47,-129.8565037,130.5658709,171.1894,19820.81688,19714.45938,275.4395,19848.07618,295.4404,4.509694428,0.029426038,-29799.45494,86.05,0.03
20100617,20201.8105,20078.5898,103486.29,-91.11056049,139.261385,139.6601,19851.06293,19781.11934,358.3301,19951.50822,373.2109,3.63860774,0.017463626,-101210.7694,85.69,0.03
20100618,20199.2207,20138.3496,141343.15,-47.88471827,140.7628526,177.0703,19892.55322,19831.11934,908.5605,20082.31056,789.7617,2.630690186,0.024974014,-37308.05817,85.57,0.03
20100621,20571.4004,20571.4004,317124.72,36.42232413,210.2492161,651.6192,19989.6605,19944.33028,1424.6992,20290.27032,1440.3789,5.803082232,0.073355782,326775.443,85.94,0.03
20100622,20861.4707,20796.3809,159780.4,94.63303228,168.7231905,160.7089,20068.65284,20088.42325,1197.8399,20443.7043,1032.3692,6.781219392,0.06396054,369297.8108,86.11,0.03
20100623,20718.6602,20689.1504,136284.51,142.1550637,130.8276051,177.7305,20143.69632,20225.33614,1223.9102,20602.5961,1076.5391,7.111867126,0.059231545,405327.5192,85.82,0.03
20100624,20797.4395,20710.1504,106790.54,167.9459491,104.7766285,191,20199.86717,20336.56114,861.1093,20721.61406,1355.3398,4.784925119,0.053092412,355096.5661,85.76,0.03
20100625,20615.9199,20563.9297,133852.44,182.8322137,74.49278706,199.3906,20246.62164,20442.37013,552.3887,20802.4297,1203.3086,4.604224283,0.039554229,455424.8231,85.35,0.03
20100628,20718.0801,20687.2695,117142.36,195.2747514,74.50115167,175.1114,20292.34145,20527.80001,439.9688,20765.3297,1105.4395,6.95901968,0.0325556,348278.852,85.69,0.03
20100629,20727.4492,20190.8809,178139.72,164.6843766,9.693724538,547.2695,20288.20421,20547.49903,-663.2793,20651.29376,616.2012,3.907225975,0.009222723,395551.2759,86.13,0.03
20100630,19985.7207,19971.2695,158807.17,129.2753277,-54.43274782,277.6309,20273.04097,20554.18301,-690.0899,20505.76992,256.6093,2.587756915,-0.000467276,505650.1545,86.05,0.03
20100702,20059.5605,19803.2207,137462.71,82.21735911,-88.06084393,358.7695,20238.01996,20530.875,-828.1699,20340.13594,-146.5899,0.165754673,-0.018800021,294601.1724,84.37,0.01
20100705,19809.0605,19793.4707,125161.58,39.37632894,-107.7866318,119.9297,20200.32274,20486.42383,-848.5899,20170.41796,-219.9512,-1.470827842,-0.051165422,380779.3508,84.56,0.01
20100706,19777.8301,19777.8301,120449.85,24.66113973,-79.00085532,306.289,20189.25573,20403.61777,-642.5606,20041.90584,-54.2813,-0.99864291,-0.03530228,468171.2355,84.05,0.01
20100707,19948.1504,19800.2305,108358.4,-5.261048275,-94.82006857,283.8886,20157.61902,20307.41679,-391.8301,19963.53982,-429.6406,-5.045430056,-0.047924333,434718.9507,83.96,0.01
20100708,20231.1504,20002.0098,113790,-13.20928733,-50.84620745,379.1094,20147.42297,20226.8119,-78.4297,19947.85388,-861.6192,-3.691419584,-0.032938482,424911.5437,83.86,0.01
20100709,20142.7793,20116.5195,167357.45,6.887188474,-12.8409196,367.75,20169.44556,20191.3289,249.67,20042.52186,-440.4199,-2.291595872,-0.015085403,595527.328,83.98,0.01
20100712,20476.0195,20368.6191,167548.13,29.63513176,22.5973776,170.9903,20197.82501,20168.99296,562.1094,20167.56796,-389.1797,-1.283240291,-0.012508033,578920.8878,84.25,0.01
20100713,20485.1094,20378.9902,130926.54,44.21862542,28.68661889,150.42,20220.03791,20139.43104,588.8613,20236.95624,-302.4297,-1.255286102,0.008915842,383953.8064,83.52,0.01
20100714,20722.2207,20512.2402,156298.41,65.49095094,69.30972891,291.1602,20252.49244,20170.62205,476.6914,20377.70428,-129.9786,-0.800269037,0.021002105,249632.1635,83.35,0.01
20100715,20530.2891,20226.2598,159116.4,57.06521451,27.65632514,439.3593,20252.79022,20183.28494,398.5488,20418.716,-471.0606,0.033180567,0.017293907,109010.0184,82.35,0.01
20100716,20293.6094,20173.4902,164812.33,49.37807042,0.389024021,140.25,20252.53974,20217.76893,199.5997,20393.016,1.2598,0.601967604,0.020146063,5601.302899,82.57,0.01
20100719,20007.8809,20007.8809,104073.44,30.09207353,-38.42185575,242.2793,20237.15017,20242.64393,-287.711,20317.7199,-38.041,-0.188986132,0.000339959,165395.4215,82.56,0.01
20100720,20075.7207,20075.7207,116803.12,28.49070419,21.02526952,327.2891,20239.76346,20260.691,-202.8399,20284.42576,359.2695,1.804891831,0.020109931,294381.7102,82.75,0.01
20100721,20377.5996,20334.3496,111558.32,44.67190139,74.01526314,229.5899,20263.33175,20323.70702,56.17,20269.70976,645.0313,3.250805485,0.021314252,333884.4243,83.34,0.01
20100722,20487.4902,20384.7305,95175.74,65.01453735,90.82363853,207.7304,20294.41437,20377.62089,28.8887,20336.52578,505.5801,2.517312796,0.010249737,433968.1299,82.64,0.01
20100723,20847.8496,20728.4102,164127.13,98.21063974,158.0973045,258.1504,20344.02539,20421.28788,559.711,20449.55976,958.2598,4.82578641,0.016713662,319444.1384,82.52,0.01
20100726,20944.6309,20826.9805,113965.26,125.0605782,157.9978851,147.75,20391.25251,20458.53593,589.75,20599.35196,789.3497,3.936796181,0.019618592,-62769.30735,82.07,0.01
20100727,20965.5391,20824.0508,111809.46,155.3196721,154.9293829,184.7285,20446.69424,20512.76894,882.4414,20741.11212,594.7304,2.918397943,0.019671598,-15871.39204,82.13,0.01
20100728,20961.5508,20902.1602,135037.08,186.6531962,153.3800585,297.3906,20508.0738,20565.80586,826.5899,20861.90196,623.75,3.047524819,0.039616589,-62790.4304,82.13,0.01
20100729,21091.1699,20970.9297,101433.68,209.2857977,122.2679883,159.8105,20563.85919,20649.62598,606.5898,20962.72618,662.7598,3.243883498,0.039995605,-25353.31851,81.62,0.01
20100730,21008.4609,20945.6309,94716.61,219.5266746,92.37699947,150.2695,20608.2355,20727.59101,440.1113,21005.62226,469,2.281038483,0.044644306,-62156.68637,81.57,0.01
20100802,21221.4297,21221.4297,164632.06,255.5994247,135.6370114,409.4102,20684.85965,20859.775,597.459,21120.19804,1157.17,5.712834519,0.053622127,76742.48032,80.9,0.01
20100803,21610.1797,21409.8105,141967.51,284.5281978,133.0350458,200.3692,20758.45971,20979.08204,617.75,21217.05196,1207.5,5.96291579,0.045225327,124448.5923,80.6,0.01
20100804,21567.3301,21427.5098,124302.98,311.3073415,121.8749891,194.3105,20833.83315,21085.34708,576.4903,21308.7922,1458.9317,7.261636498,0.044556242,-19078.37443,80.99,0.01
20100805,21577.1309,21462.2305,94091.26,328.8872547,110.7209895,156.3496,20902.20339,21181.54923,460.541,21400.37228,1287.1309,6.351625731,0.034168529,24726.96404,80.78,0.01
20100806,21575.9492,21456.7402,130918.2,349.0501319,112.413166,265.6407,20976.16505,21267.8963,584.9805,21530.17034,1191.5703,5.81616095,0.038696356,40831.92254,80.41,0.01
20100809,21640.5293,21622.1191,99990.16,370.6646126,115.2427444,183.8204,21054.77693,21364.06426,771.7793,21607.93048,1211.8906,5.88590726,0.037988019,7991.854501,80.71,0.01
20100810,21764.2305,21446.8008,125724.82,357.2104762,69.05542461,354.789,21094.66481,21414.08516,60.8105,21611.11836,658.2695,3.162426427,0.01780884,-39910.86129,80.89,0.01
20100811,21542.2695,21239.1699,147589.83,328.3146831,25.33104551,404.0703,21113.70045,21434.4211,-163.1211,21560.05,454.6289,2.181530034,0.009425834,-42642.41124,82.46,0.01
20100812,21039.4199,20926.4805,169569.32,286.8708327,-65.02295492,368.0586,21112.93954,21435.61016,-444.17,21470.84804,132.3203,0.630896084,0.003596202,-116820.26,82.58,0.01
20100813,21095.1699,21012.5098,123038.92,248.4079297,-61.97999704,193.1699,21108.99962,21439.78614,-480.1504,21349.40194,-19.6094,-0.092974411,-0.01593528,-123435.0656,82.92,0.01
20100816,20881.9492,20881.9492,105381.55,218.6769791,-75.98778724,327.5117,21109.29671,21409.71914,-566.6817,21211.5078,18.2988,0.086749578,-0.016103391,-2330.113083,82.46,0.01
20100817,21081.3105,21015.0098,67173.67,194.9105332,-67.08402345,146.7207,21111.97604,21377.69609,-664.1601,21144.27382,107.6192,0.511745933,-0.019139373,143508.3839,82.24,0.01
20100818,21167.8809,20968.6992,128260.64,164.9191019,-72.71379188,308.4199,21103.47647,21324.98105,-450.8691,21089.9121,-390.0586,-1.821615102,-0.024545149,182618.8612,82.27,0.01
20100819,21094.6992,21023.3008,133644.29,143.5092193,-65.17365044,274.8886,21100.5226,21277.05507,-222.0782,21083.2621,-385.1993,-1.795159847,-0.027969255,222843.2182,82.47,0.01
20100820,20929.7207,20868.2402,109693.73,117.8690729,-99.93957158,204.2207,21089.21762,21207.35702,-123.8906,21065.3121,-568.0606,-2.636026633,-0.037601363,194857.7128,83.02,0.01
20100823,20963.25,20845.6992,85793.42,89.03371517,-92.3923652,189.3106,21070.15021,21116.09902,-182.5605,21020.69024,-662.7109,-3.074979067,-0.027223652,93809.1832,83.26,0.01
20100824,20759.3496,20651.2695,124393.92,47.05585923,-122.3532245,286.2598,21030.96551,21034.61015,-453.4082,20924.94648,-1020.0899,-4.705471993,-0.029858744,-26443.51567,83.34,0.01
20100825,20603.5703,20512.7793,122448.29,11.73795319,-147.5024117,154.5215,20993.25266,20968.65429,-502.4492,20847.39648,-1166.6093,-5.351028575,-0.022303461,-48400,83.19,0.01
20100826,20603.1797,20567.3301,102656.8,-17.89491283,-136.6915753,97.4297,20956.94864,20919.28925,-410.67,20755.3164,-861.5391,-4.012085147,-0.021807098,5660,82.9,0.01
20100827,20563.0898,20552.5508,121273.41,-42.08113421,-118.8606788,118.0195,20922.70111,20871.86718,-475.1113,20678.42226,-697.1895,-3.274029537,-0.024382654,128555.7616,82.74,0.01
20100830,20797.0098,20668.8105,105659.25,-49.39308733,-64.73433453,235.0098,20905.03631,20834.37734,-244.5996,20648.06444,-368.4902,-1.745926502,-0.018933664,85200,83.16,0.01
20100831,20539.2207,20372.2891,132932.6,-70.57163079,-121.2413989,364.9316,20869.93668,20774.28339,-352.5196,20623.6203,-535.0801,-2.539346107,-0.023129265,24800,83.07,0.01
