Ntime,Open Price,Low Price,Volume,MACD,CCI,ATR,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR
20121214,22396.72,22396.72,177122.04,268.4263334,114.5440248,239.71,22064.5163,22243.528,356.17,22431.114,897,4.131930657,0.037075588,181883.8879,79.57,0.03
20121217,22590.76,22453.59,145126.35,271.006075,95.81398127,171.82,22107.28712,22318.104,322.44,22478.492,590.72,2.694535255,0.031698159,230958.1096,79.57,0.03
20121218,22525.46,22449.74,321731.6,268.432755,83.93542594,138.74,22144.18645,22387.58,218.01,22512.65,464.34,2.107724829,0.009949886,49170.24069,79.33,0.03
20121219,22654.65,22562.02,157716.78,273.6194387,107.9104605,188.99,22189.82297,22422.826,299.43,22536.654,855.52,3.930199813,0.016512129,67906.97986,79.35,0.03
20121220,22602.99,22483.95,162096.77,277.4694109,88.41557903,177.79,22234.58079,22463.823,156.43,22579.494,859.81,3.944087996,0.020680254,170999.7325,79.24,0.03
20121221,22565.09,22423.16,180572.04,265.0795098,45.80483734,236.62,22260.45785,22495.335,60.71,22559.556,235.38,1.056894397,0.01020026,61800.51087,79.58,0.03
20121224,22494.71,22494.71,56026.48,255.1347211,54.92085969,82.85,22287.1933,22521.781,-64.8,22565.07,291.37,1.309539272,0.009637472,203523.1738,79.66,0.03
20121227,22705.46,22608.6,105337.26,250.7057873,112.3250855,177.65,22318.86822,22551.365,-3.59,22590.08,428.61,1.325214098,0.005147265,50939.21868,79.65,0.03
20121228,22706.33,22628.46,104381.62,248.1129099,115.4188842,86.55,22351.98458,22567.689,6.81,22598.724,389.87,0.725403107,0.009750474,-85748.15211,79.68,0.03
20121231,22584.44,22566.89,68541.3,242.4825597,90.81838243,131.44,22381.02605,22588.823,150.63,22598.152,332.98,0.941566224,0.00224832,-170715.5832,79.76,0.03
20130102,22860.25,22860.25,212925.28,287.5634813,327.9754941,660.47,22469.68833,22659.423,805.69,22759.29,808.63,3.860002727,0.034247198,123796.5819,79.82,0.01
20130103,23390.54,23234.43,221120.7,326.5160724,267.5958747,166.31,22558.15611,22747.922,892.31,22930.774,953.02,4.245913895,0.038629234,217402.0877,80.43,0.01
20130104,23370.36,23172.28,150575.28,347.9280903,162.6332066,226.32,22631.76886,22831.558,789.91,23073.036,725.11,3.20760259,0.030333774,240157.0957,80.5,0.01
20130107,23345.2,23254.23,140151.5,360.6320007,127.5765096,148.22,22698.24325,22902.196,788.57,23205.668,816.14,3.625096109,0.02871741,163968.8233,80.22,0.01
20130108,23264.03,23088.4,146167.91,349.0404548,71.31217456,241.35,22737.57152,22947.337,570.01,23296.522,616.46,2.7404641,0.026173468,-48834.73148,80.34,0.01
20130109,23154.71,23141.67,151855.48,344.5390389,67.75056368,124.2,22783.37137,23018.555,598.69,23277.82,595.1,2.630465753,0.029170311,137502.2367,80.54,0.01
20130110,23240.07,23165.64,191180.84,347.9221571,81.60163552,312.25,22837.74648,23099.868,687.72,23268.962,694.53,3.065034171,0.031451582,197045.7158,79.75,0.01
20130111,23478.81,23212.9,152686.74,339.409191,69.41277382,273.7,22878.34872,23164.297,607.15,23255.558,757.78,3.366969856,0.025682522,-160256.5648,79.55,0.01
20130114,23326.82,23292.07,155938.36,340.7727737,73.75276994,177.87,22929.29265,23238.964,82.17,23272.26,872.08,3.868830292,0.032303917,40801.96457,79.49,0.01
20130115,23388.47,23306.17,145014.77,335.4248938,73.39781662,209.69,22972.36097,23311.423,51.76,23326.324,761.73,3.727976974,0.002973717,139409.3101,79.73,0.01
20130116,23390.19,23203.24,137017.03,325.4564421,49.36201126,186.95,23008.99231,23315.924,245.8,23354.028,690.4,3.619198285,-0.001778312,213828.0183,79.79,0.01
20130117,23471.67,23222.96,131629.9,312.5630233,57.31782777,281.77,23040.49399,23310.04,121.29,23351.118,682.84,3.182966413,0.000371469,122501.8007,79.67,0.01
20130118,23509.49,23450.77,193448.52,319.8012505,142.7137774,266.74,23093.9498,23337.109,247.47,23418.66,289.8,4.12585219,0.011525826,60590.81742,80.05,0.01
20130121,23565.96,23535.47,110420.8,320.9606451,195.7690636,104.16,23141.27934,23363.225,326.84,23454.19,192.31,4.122316714,0.020334951,131887.5968,80.04,0.01
20130122,23596.38,23498.96,136110.14,323.6422146,165.5588771,186.59,23190.58512,23418.005,245.73,23509.686,327.9,1.405420835,0.018619561,22936.65977,79.85,0.01
20130123,23700.45,23540.42,153696.33,320.1491741,133.4124827,170.45,23232.91987,23459.668,253.59,23565.308,305.35,1.308843858,0.011880212,29174.07779,79.91,0.01
20130124,23585.1,23547.79,142855.63,310.8762885,99.59192722,141,23267.77512,23484.127,241.91,23617.136,487.71,2.11027645,0.014188373,114417.1318,79.97,0.01
20130125,23653.54,23481.37,162095.9,298.5950671,68.58887307,185.02,23297.55178,23515.763,240.67,23612.866,361.96,1.558931316,0.007089353,90902.7389,79.75,0.01
20130128,23621.95,23621.95,144356.69,292.8653915,100.1091676,155.59,23333.20208,23541.625,70.1,23629.06,317.57,1.359791833,0.012266453,102312.3972,79.79,0.01
20130129,23659.11,23602.85,315397.6,283.7058406,80.19102281,104.26,23363.86569,23568.991,64.26,23628.296,391.1,1.681133181,0.012605278,165202.4395,79.53,0.01
20130130,23767.33,23765.57,196187.6,286.6096017,153.1610174,260.99,23407.50325,23615.498,163.07,23665.688,408.8,1.746019136,0.02024594,205079.4306,79.26,0.01
20130131,23799.17,23667.94,182930.04,278.2371114,94.21440239,154.12,23438.17246,23654.475,94.43,23691.814,348.02,1.48844108,0.005383587,189880.6533,79.24,0.01
20130201,23763.34,23571.3,162906.35,267.8932274,61.82501845,192.04,23465.18842,23666.481,122.94,23720.096,364.85,1.562059152,0.005519386,207946.339,79.21,0.02
20130204,23866.8,23637.18,273906.24,253.7981248,98.15462975,307.56,23486.12381,23675.891,104.58,23722.722,345.25,1.479235433,0.001098585,8252.372495,79.57,0.02
20130205,23406.99,23104.27,248803.56,197.0665416,-244.3140213,580.74,23453.97202,23624.845,-523.35,23621.394,-453.25,-1.920406003,-0.020586754,-414579.6137,79.52,0.02
20130206,23292.43,23204.05,165452.5,159.0202408,-193.4317283,206.84,23435.20611,23587.028,-398.24,23508.368,-333.98,-1.415714782,-0.01449093,-464111.4589,79.76,0.02
20130207,23259.82,23134.78,202063.24,121.0235068,-168.4505843,163.35,23410.61505,23544.838,-645.06,23397.862,-481.99,-2.037238276,-0.017108679,-536707.4031,80.22,0.02
20130208,23101.09,23101.09,182556.14,92.91890307,-126.7173462,166.11,23392.00028,23508.311,-514.37,23296.526,-419.94,-1.776764219,-0.019293778,-396734.6505,80.23,0.02
20130214,23460.31,23300.6,152891.93,85.64277307,-46.5926987,254.1,23394.02407,23482.448,-316.28,23242.174,-185.65,-0.938646335,-0.01022694,-312194.0452,80.37,0.02
20130215,23315.41,23284.05,105554.52,81.46377921,-40.58882964,162.72,23398.83701,23461.387,-284.97,23301.38,-135.87,-0.806173869,-0.015846656,-331726.9669,80.46,0.02
20130218,23477.49,23309.55,103322.78,72.26594894,-35.69776672,167.94,23397.22777,23417.375,-339.9,23326.382,-289.94,-0.919364886,-0.014647993,-460458.3468,80.65,0.02
20130219,23368.22,23139.08,143454.09,45.24797993,-71.86978814,315.11,23373.10227,23358.813,-541.1,23319.764,-511.26,-1.851196098,-0.024362781,-442780.4454,80.47,0.02
20130220,23310.93,23163.86,156242.98,36.60714404,-59.99398531,167.02,23366.84586,23317.37,158.88,23338.214,-514.65,-1.539674922,-0.015942573,-536460.0201,81.04,0.02
20130221,23026.18,22828.17,206181.26,-2.547780302,-153.3649439,479.24,23323.01959,23239.536,-350.26,23236.898,-822.86,-3.164213151,-0.01044818,-656088.5188,81.37,0.02
20130222,22840.32,22674.59,162390.68,-43.10576627,-176.4488149,232.08,23271.53582,23202.927,-394.56,23104.474,-939.4,-4.364106211,-0.020402091,-685263.7514,81.46,0.02
20130225,22852.89,22777.63,107474.71,-71.38811121,-143.876482,98.4,23228.54003,23159.242,-395.08,22992.102,-864.93,-3.832566427,-0.01539975,-659477.3315,81.8,0.02
20130226,22639.97,22510.76,152093.44,-116.6958389,-169.2996772,309.32,23161.0305,23093.511,-862.25,22867.258,-628.84,-5.067692894,-0.029957579,-844941.4951,81.84,0.02
20130227,22656.4,22445.34,168232.96,-146.2909436,-139.4635266,211.06,23105.4095,23029.696,-566.9,22721.178,-679.92,-4.678064312,-0.035716528,-934671.8312,81.54,0.02
20130228,22826.42,22734.84,210566.92,-132.4510861,-35.96727466,454.68,23097.30098,22990.398,-287.14,22743.898,-156.73,-0.55407406,-0.018097589,-842838.2598,81.96,0.02
20130301,22957.09,22868.69,206927.52,-131.2705586,-31.91729679,151.58,23076.6266,22933.964,-26.45,22763.454,-334.94,-1.619775267,-0.021457586,-892126.5349,82.27,0.04
20130304,22866.51,22466.08,217213.76,-156.164441,-94.57659032,414.14,23025.31073,22849.551,-244.63,22707,-875.44,-2.757863399,-0.026188315,-1084411.881,82.18,0.04
20130305,22621.6,22523.69,184325.34,-172.0785147,-92.73774918,137.8,22981.04304,22791.21,-259.58,22715.162,-884.06,-2.819967642,-0.032046032,-1102089.418,82.03,0.04
20130306,22750.58,22664.94,175585.94,-165.2481336,-44.98438846,248.31,22961.69037,22738.253,258.15,22755.328,-604.1,-2.583617955,-0.005624126,-1132006.888,82.57,0.04
20130307,22729.29,22656.37,128219.31,-158.524067,-34.82256639,187.36,22943.57129,22724.73,194.43,22705.562,-372.47,-1.609365055,-0.000482828,-1091242.73,82.08,0.04
20130308,22839.27,22839.27,185211.32,-125.8816324,76.28953925,449.08,22957.7026,22755.681,71.68,22747.908,-215.46,-0.924427038,0.011773367,-1039792.601,82.74,0.04
20130311,23131.44,23064.93,129220.72,-98.96266926,115.5884741,181.36,22970.38044,22782.755,210.6,22858.51,184.15,0.803914318,0.024734072,-971659.0066,82.57,0.04
20130312,23133,22879.18,156424.74,-92.71649963,84.26397724,382.84,22962.78231,22819.846,352.79,22924.53,108.16,0.474751607,0.01369951,-1035497.12,82.6,0.04
20130313,22901.12,22487.33,182151.76,-113.4060648,-63.86033649,413.79,22924.10304,22817.81,-3.85,22880.292,-263.43,-1.154378074,-0.020139642,-1025235.764,82.9,0.04
20130314,22484.25,22305.54,192786.3,-123.335313,-99.11850895,350.34,22895.06275,22777.701,-158.66,22849.84,99.49,0.441791161,-0.011408981,-738559.4604,82.58,0.04
20130315,22705.92,22494.04,290699.96,-136.5750909,-59.3200997,305.63,22860.59106,22742.99,-238.33,22738.072,-43.9,-0.194445589,-0.000208538,-864112.1686,82.14,0.04
20130318,22185.32,21997.72,224592.84,-181.2692178,-204.6129719,535.39,22786.56905,22697.545,-1008.59,22536.58,-936.91,-4.069934888,-0.021149354,-883729.6788,82.62,0.04
20130319,22138.1,22030.66,165500.88,-217.5307791,-165.1730738,188.19,22715.64438,22645.681,-1048.96,22366.832,-838.36,-3.664125607,-0.032311229,-1093730.295,83.03,0.04
20130320,21990.04,21975.9,177135.4,-226.3443582,-121.1376257,326.6,22671.91063,22593.541,-634.16,22306.79,-281.37,-1.248435407,-0.022616049,-906584.7348,82.83,0.04
20130321,22285.81,22179.5,162216.87,-233.1079958,-83.07498834,224.29,22629.43152,22538.985,-330.77,22228.13,-334.62,-1.483211808,-0.037505278,-1033706.936,82.85,0.04
20130322,22186.24,22033.18,151550.51,-244.5718373,-97.58150861,198.89,22580.46662,22441.32,-503.88,22144.568,-662.54,-2.908704249,-0.042247092,-1028976.081,82.37,0.04
20130325,22327.53,22201.06,154364.69,-239.929299,-57.01245837,235.78,22549.10313,22357.353,-281.96,22178.126,-520.29,-2.284835742,-0.027935048,-1005450.788,82.93,0.04
20130326,22208.06,22088.56,173012.4,-228.777005,-52.81478475,257.71,22526.43426,22299.401,227.72,22231.97,-780.87,-3.381568036,-0.010886812,-932549.2463,82.89,0.04
20130327,22385.47,22366.02,167430.15,-205.1681477,-5.740746693,218.29,22520.56623,22290.218,422.96,22273.646,-626,-2.711034082,-0.006824297,-726775.4372,83.21,0.04
20130328,22390.35,22132.33,220309.44,-197.5106311,-37.98641942,332.49,22499.52469,22258.263,43.19,22288.396,-590.97,-2.581714765,-0.010361641,-750728.6229,83,0.04
20130402,22203.93,22203.93,152477.84,-183.8206607,-8.830915712,245.53,22486.98139,22241.734,116.67,22338.9,-188.83,-0.733542773,0.012717377,-613114.631,82.89,0.01
20130403,22527.12,22283.16,123835.94,-173.4195653,27.4091458,243.96,22472.74411,22267.147,26.41,22356.168,-281.69,1.150775969,0.013234701,-638551.1499,82.76,0.01
20130405,22230.93,21703.28,232435.68,-212.0023018,-181.2183851,634.21,22401.71134,22235.651,-584.18,22239.332,-806.21,-1.614156541,-0.023792664,-797301.3045,82.56,0.01
20130408,21733.78,21612.05,136266.6,-240.5209437,-201.8957303,160.18,22336.60073,22181.812,-746.77,22089.978,-365.31,-1.4690684,-0.022848589,-948188.0889,82.71,0.01
20130409,21800.24,21800.24,135084.97,-247.9751396,-110.3046433,261.03,22292.19495,22146.258,-429.29,22004.12,-171.52,-1.734778788,-0.011076495,-787023.7987,82.39,0.01
20130410,21963.37,21858.81,148467.66,-237.8892231,-65.5528675,180.08,22267.65829,22138.184,-265.07,21937.468,-221.88,-0.860798313,-0.009733879,-550027.1941,82.49,0.01
20130411,22198.49,22058.3,142311.05,-221.9545681,-5.791705594,217.06,22251.81178,22123.196,-198.36,21890.224,-124.61,-0.063440243,-0.009403848,-539865.7987,82.25,0.01
20130412,22185.36,22049.58,130497.78,-207.9155697,-15.03793282,135.78,22236.31066,22100.993,-278.77,21962.654,-26.25,-0.728501673,-0.016727043,-665698.5004,82.1,0.01
20130415,21998.74,21735.31,151431.66,-219.7852369,-100.3676245,353.74,22192.15441,22031.778,-564.82,21973.578,-478.48,-2.413195596,-0.023630885,-824499.1556,82.3,0.01
20130416,21571.58,21475.33,164127.17,-234.6084208,-128.5870329,338.22,22142.61875,21969.018,-46.02,21933.916,-639.05,-3.529028944,-0.031106742,-898506.0267,81.83,0.01
20130417,21794.69,21550.72,191372.62,-251.7138962,-110.2180984,247.85,22088.0522,21889.203,-300.67,21840.938,-895.15,-3.273417541,-0.034373602,-1043308.765,82.65,0.01
20130418,21440.33,21423.25,141371.33,-266.8060619,-122.1066516,194.82,22033.23961,21806.706,-522.04,21723.188,-787.11,-3.52969982,-0.009867031,-891881.7113,82.56,0.01
20130419,21517.94,21496.29,199823.32,-235.6200827,-29.44417301,520.68,22031.36632,21835.373,-87.7,21708.092,-354.25,-1.282801553,0.013424447,-550035.0628,82.75,0.01
20130422,22038.13,21956.53,129032.39,-206.044514,38.63604191,175.12,22032.60476,21868.005,-44.68,21762.432,-293.12,-1.446050621,0.007894533,-619687.0336,82.65,0.01
20130423,22085.7,21747.47,179862.2,-199.4912963,-4.775915094,338.23,22011.08145,21861.632,33.94,21789.348,79.71,-2.376632289,-0.010345112,-603731.847,83,0.01
20130424,22067.04,21962.9,175785.56,-162.0542021,107.3844147,389.32,22027.45941,21876.481,511.02,21912.024,465,2.141076202,0.003686599,-394154.5221,82.95,0.01
20130425,22298.64,22214.65,183560.1,-113.4709037,164.6081199,303.4,22063.05756,21906.478,831.57,22089.768,530.9,2.427488553,0.013936282,-240226.7953,82.78,0.01
20130426,22559.97,22528.95,182667.04,-62.42973374,187.0798711,289.09,22109.21494,21952.344,1035.19,22196.596,513.15,2.328841602,0.034373335,-398589.1796,82.49,0.01
20130429,22567.63,22488.65,135136.57,-19.09149819,143.8049331,158.94,22154.12494,22033.154,1068.25,22303.876,479.5,2.478878634,0.040243978,-344072.9343,82.14,0.01
20130430,22769.59,22669.54,159920.87,27.54411653,150.1983631,281.92,22209.6378,22139.652,1224.49,22489.956,647.96,3.187946571,0.051340963,-316992.9669,81.72,0.01
20130502,22692.33,22552.31,143495.42,58.28695865,104.4058706,184.7,22253.31992,22249.515,654.73,22587.006,895.63,2.565599171,0.05098662,-260826.7712,82.23,0.02
20130503,22811.84,22678.67,128029.19,83.43685537,101.4105911,217.87,22294.90469,22367.259,645.59,22644.75,1017.93,2.720397663,0.029810101,-405189.7178,82.08,0.02
20130506,22967.78,22864.91,132764.62,120.1494314,108.2423257,290.6,22353.96996,22457.411,1108.48,22718.226,1345.42,5.247036767,0.037997669,-547009.1192,82.33,0.02
20130507,22924.29,22855.58,142232.03,158.0735359,104.120935,203.16,22419.98139,22557.683,864.04,22811.49,1534.57,6.344860172,0.053823715,-383576.0695,82.28,0.02
20130508,23215.95,23156.26,176044.32,201.720586,125.7535487,222.91,22498.49268,22701.457,843.11,22912.958,1230.78,7.764050169,0.045658407,-441397.3282,81.9,0.02
20130509,23353.68,23126.81,141376.58,230.9960744,120.2114497,226.87,22566.39624,22804.3,663.77,23021.594,1167.11,7.897540595,0.034906865,-433753.2286,82.68,0.02
20130510,23213.59,23144.12,141341.92,260.0544648,113.288174,186.48,22638.28422,22896.298,652.92,23147.846,1514.61,5.940199613,0.033167647,-130144.6061,83.1,0.02
20130513,23245.58,22958.87,148862.68,253.4201613,66.49092263,362.35,22671.76286,22940.508,299.85,23162.79,806.76,4.288804806,0.017792231,-249561.2751,83.2,0.02
20130514,23124.24,22878.64,138263.34,240.5855343,39.82098837,267.27,22696.38354,22975.459,15.19,23139.428,529.04,5.152887129,0.008428593,-402849.4189,83.62,0.02
20130515,23074.26,23002.32,150598.87,236.8790255,51.73378196,233.28,22729.51273,23006.182,-2.85,23099.406,496.53,3.882198345,0.016313838,-489581.1049,83.79,0.02
20130516,23110.19,22955.9,132085.3,234.3420283,43.42844046,207.1,22763.14771,23047.62,-161.67,23073.646,501.91,3.041974462,0.017013622,-435558.809,83.74,0.02
20130520,23348.74,23348.74,158333,262.418261,153.0508307,429.74,22832.66031,23127.927,171.81,23108.008,756.02,3.638252538,0.024600488,-203419.1152,83.82,0.02
20130521,23425.69,23337.75,348420.88,271.3208563,117.1558357,155.28,22883.4898,23173.055,376.56,23183.32,698.07,2.981098248,0.013664082,-264395.1223,83.84,0.02
20130522,23341.06,23179.46,147164.18,266.8046462,70.79603815,244.05,22919.45077,23194.454,330.8,23249.48,571.12,1.509878425,0.000719227,-361368.8468,84.29,0.02
20130523,23066.71,22605.69,250575.48,213.0485882,-118.7955726,655.39,22895.66308,23136.987,-374.56,23174.568,-245.41,-1.637560317,-0.023341898,-379778.3031,83.75,0.02
20130524,22679.36,22470.53,141287.57,164.4349407,-175.4486158,311.01,22869.28279,23077.706,-464.01,23081.766,-428.42,-2.691750899,-0.030124925,-459733.6827,83.65,0.02
20130527,22571.63,22544.89,99359.12,129.8484653,-144.1908635,184.98,22851.83204,23014.189,-396.63,22920.37,-558.3,-2.263664359,-0.01321281,-588484.5529,83.64,0.02
20130528,22710.2,22639.54,114740.93,120.2727543,-75.07325592,302.61,22858.72899,23007.633,-568.78,22831.946,-287.23,-1.702183676,-0.000262971,-511920.7784,84.26,0.02
20130529,22826.85,22532.57,153999.38,81.93836238,-109.0935689,391.68,22829.79576,22970.098,-811.44,22690.716,-766.29,-1.891620679,-0.021233506,-490777.3263,83.62,0.02
20130530,22562.51,22290.72,174873.56,45.33701986,-130.4358279,339.92,22796.89235,22914.105,-776.77,22653.642,-505.5,-1.94489557,-0.0259229,-618519.5456,83,0.02
20130531,22582.55,22346.18,249321,8.793096017,-114.8927401,236.37,22758.34641,22845.053,-277.52,22608.34,-538.12,-2.829687592,-0.04685943,-888632.1442,83.27,0.02
20130603,22301.68,22249.65,155026.84,-28.71092518,-112.3174554,314.53,22712.99818,22723.969,-336.48,22527.568,-762.05,-3.467924868,-0.046399163,-884361.2842,82.67,0.08
20130604,22320.5,22178.64,142212.97,-57.50158652,-114.5988931,151.41,22672.28597,22615.884,-400.53,22399.822,-797.16,-3.453498467,-0.041939583,-928388.6157,82.75,0.08
20130605,22141.67,21933.92,151676.57,-96.65618915,-132.8211639,351.6,22614.85302,22496.7,-855.01,22302.684,-1423.79,-6.060478363,-0.026486479,-947041.946,82.56,0.08
20130606,21908.45,21799.25,171196.64,-144.6435708,-148.0848076,269.99,22540.90797,22413.575,-716.5,22173.508,-1527.94,-6.539055917,-0.034495397,-1004233.474,81.62,0.08
20130607,21768.24,21506.33,183495.64,-201.5857807,-161.5501631,332.1,22448.9415,22309.234,-909.05,22010.128,-1685.82,-7.247384902,-0.04896357,-1041770.466,81.69,0.08
20130610,21592.9,21497.55,146458.08,-240.7240274,-141.7552416,226.31,22369.52707,22202.138,-869.22,21876.708,-1054.59,-7.076154676,-0.057108084,-966922.6545,81.7,0.08
20130611,21542.3,21307.99,212191.92,-289.4196449,-142.7683594,324.02,22272.87307,22045.179,-1129.65,21690.536,-1264.01,-8.195750154,-0.053215417,-1175775.114,81.07,0.08
20130613,21069.26,20652.75,329955.72,-361.5762724,-178.2911112,701.91,22140.88896,21878.39,-1505.12,21454.096,-1799.01,-7.863542847,-0.071039316,-1364085.174,80.7,0.08
20130614,21083.41,20954.66,239467.02,-407.4394275,-126.1720029,277.64,22029.29382,21726.873,-1313.05,21280.238,-1955.11,-7.292780698,-0.063549921,-1405763.512,80.61,0.08
20130617,21007.28,21007.28,187942.88,-418.2466354,-92.12940894,303.61,21952.78013,21610.247,-1059.62,21210.366,-1329.03,-6.436334223,-0.047405125,-1332566.503,80.65,0.08
20130618,21102.6,20995.39,161137.58,-421.949073,-81.88369387,244.62,21883.55154,21504.616,-843.36,21132.524,-1258.43,-7.408617512,-0.047548363,-1118560.424,80.67,0.08
20130619,21188.4,20896.22,189210.8,-439.1060362,-86.02411315,336.29,21798.15521,21374.753,-851.54,21058.97,-1405.27,-6.952094287,-0.049043374,-1131599.543,81.31,0.08
20130620,20668.8,20374.14,263296.84,-495.7279755,-137.8711525,612.75,21663.36614,21206.116,-1192.39,20958.136,-1899.32,-9.346250786,-0.066651311,-1331958.478,81.77,0.08
20130621,19969.98,19969.98,408403.28,-543.978122,-149.3642389,413.56,21530.02746,21048.604,-623.73,20816.97,-2022.21,-9.507122136,-0.060808074,-1024740.569,82.41,0.08
20130624,20023.44,19756.61,258841.76,-611.4257511,-164.1420857,506.7,21366.59437,20872.476,-1155.16,20534.586,-2255.26,-11.07705302,-0.083326509,-1321627.291,82.44,0.08
20130625,19775.98,19426.36,338529.32,-653.9718337,-151.8439195,565.94,21222.70157,20696.539,-1370.18,20260.554,-1982.71,-10.90304377,-0.070192642,-1082997.652,82.61,0.08
20130626,20090.76,19913.98,301808.24,-641.3366353,-81.78553493,498.46,21138.49666,20594.928,-887.33,20130.886,-1236.71,-7.842091526,-0.026259824,-864880.2146,82.95,0.08
20130627,20456.47,20375.4,243052.58,-616.0293245,-35.14869219,374.79,21071.98079,20550.232,-546.81,20142.328,-1175.01,-6.403161766,-0.02523041,-684513.87,82.96,0.08
20130628,20596.63,20490.89,230967.94,-560.2073651,-2.063820279,378.27,21046.39119,20533.647,420.42,20250.324,-551.37,-3.578033359,-0.01991011,-511179.3741,83.18,0.08
20130702,21004.56,20633.16,250916.8,-521.6263158,17.28830753,371.4,21009.46346,20476.922,844.67,20419.258,-228.39,-1.480699733,-0.026723509,-806334.1187,83.53,0.04
20130703,20568.56,20119.56,235361.04,-526.2451938,-50.31170822,539.09,20927.3536,20369.065,291.59,20477.576,-821.83,-5.081480644,-0.040004975,-1098103.701,83.21,0.04
20130704,20334.94,20318.02,138233.41,-498.231321,-19.12544854,384.83,20883.66945,20317.243,130.12,20503.6,-757.23,-3.567390374,0.004191772,-884499.5659,83.77,0.04
20130705,20740.7,20729.03,145336.4,-439.8132576,54.2014628,397.69,20880.9076,20364.423,414.59,20586.518,-371.21,-0.630012355,0.028356239,-723654.6795,84.44,0.04
20130708,20598.21,20244.07,172394.2,-410.7682989,5.242238493,610.6,20852.4583,20396.311,-221.1,20542.298,-404.7,0.977879955,0.037324017,-528964.2182,84.22,0.04
20130709,20610.56,20571.55,124445.74,-375.2885359,54.97657918,196.03,20836.32037,20483.214,-120.28,20547.17,300.14,2.071231206,0.03999853,-473364.4678,84.6,0.04
20130710,20841.73,20633.02,162589.75,-325.540704,107.7504267,411.45,20842.81938,20588.098,245.91,20698.62,641.25,5.504093574,0.027075911,-415681.1611,83.25,0.04
20130711,21177.63,21177.63,243431.84,-240.3416824,184.0430459,599.15,20899.45468,20697.992,1290.18,20892.384,1623.51,7.966319025,0.046526436,-176056.8816,82.74,0.04
20130712,21522.15,21242.47,163733.56,-183.6316606,144.5310635,279.68,20935.43804,20781.712,808.61,20976.906,1421.56,4.615520772,0.022276814,-239794.2079,82.93,0.04
20130715,21278.62,21205.6,115145.13,-135.0315961,120.4902702,186.16,20970.47347,20831.714,448.64,21121.13,964.76,4.223222218,0.030261025,-111784.812,83.08,0.04
20130716,21333.07,21209.18,105404.46,-94.69226808,106.4128191,184.95,21003.03599,20897.087,730.19,21247.004,872.3,2.447161002,0.054666349,-137936.6175,82.5,0.04
20130717,21368.77,21253.59,110666.88,-57.26262628,98.2919993,207.37,21038.16304,21019.543,688.86,21340.466,568.58,2.733125385,0.042261159,-13401.89187,82.65,0.04
20130718,21426.9,21288.58,122366.32,-29.41076872,81.30766048,156.57,21067.40656,21107.198,440.66,21322.012,686.57,3.323402062,0.022981726,67114.75868,82.78,0.04
20130719,21451.6,21214.24,127570.58,-5.882267581,66.90559143,237.36,21095.50308,21157.973,-75.07,21339.04,1215.11,6.031127729,0.036523484,149476.2833,82.61,0.04
20130722,21498.96,21283.83,109075.56,16.93285175,67.57311791,215.13,21126.07422,21241.404,139.22,21361.678,947.83,4.630637946,0.034248827,-47107.54263,82.23,0.04
20130723,21517.2,21517.2,256576.32,74.41486431,130.4411073,547.53,21201.25,21364.645,612.11,21482.286,1060.75,5.086390722,0.046125513,100348.4502,82.01,0.04
20130724,21912.9,21799.31,134235.42,122.8712005,150.265115,184.95,21274.36238,21471.082,656.55,21601.698,1386.74,6.73757263,0.024190527,254392.576,82.27,0.04
20130725,21872.14,21841.45,115766.48,154.0132166,139.3185765,127.48,21334.03835,21517.429,529.09,21712.846,1217.95,5.888649669,0.02847729,514153.267,81.79,0.04
20130726,21892.34,21834.24,120733.65,182.0807994,130.6100794,200.14,21394.50612,21586.596,623.73,21834.152,1064.39,5.091664211,0.030299127,270695.5018,81.65,0.04
20130729,21896.12,21749.69,120580.33,192.5191528,85.68553814,219.26,21437.90078,21641.28,487.73,21920.882,412.66,1.924945504,0.02461173,400788.4902,81.71,0.04
20130730,21870.14,21839.76,121258.08,206.7845391,90.36651824,193.45,21487.04928,21705.438,537.46,21928.59,676.68,3.180293722,0.026514123,405630.2194,81.84,0.04
20130731,21888.8,21853.44,135042.21,209.9966277,75.69506037,216.7,21524.82173,21756.617,-31.76,21911.536,580.35,2.724224545,0.024604659,232538.2635,81.67,0.04
20130801,22025.75,21983.15,92936.72,226.483744,94.83863991,268.4,21578.53299,21830.974,119.86,21949.102,776.41,3.642999984,0.032884101,279011.7668,82.36,0.03
20130802,22264.77,22136.78,101347.7,244.9711002,113.5588602,202.62,21636.86032,21913.829,290.01,21993.506,819.1,3.832608003,0.034900232,84877.85784,81.92,0.03
20130805,22273.82,22193.67,76036.54,259.139928,112.8094549,82.85,21692.58887,21994.38,253.06,22067.878,876.79,4.107664386,0.013796682,269422.6791,81.84,0.03
20130806,22000.94,21807.96,113970.47,243.4908907,22.3796448,414.05,21714.59945,21995.208,73.55,22061.826,561.28,2.62741768,-0.002058817,436994.3939,81.62,0.03
20130807,21756.47,21571.15,134095.68,201.7429454,-66.89638373,352.55,21702.62236,21957.199,-365.12,22002.862,172.34,0.804706651,-0.01425143,282607.2299,81.27,0.03
20130808,21697.87,21629.5,86291.35,172.0832966,-91.11551751,196.85,21698.17071,21932.691,-227.78,21916.28,-259.54,-1.184280292,-0.014250567,138794.2278,81.02,0.03
