Ntime,Open Price,Low Price,Volume,MACD,CCI,ATR,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US dollar Index,Interbank Offered Rate
20080722,2905.28,2890.25,388149.76,-76.56044973,38.47764243,41.195,2899.98881,2886.6125,-71.131,2818.984,162.891,5.940911472,-0.036609747,125222045.7,72.43,9.59
20080723,2923.05,2879.19,388212.33,-69.48697719,25.42647135,62.787,2898.401305,2873.4319,30.341,2846.5288,0.557,0.019321741,-0.030402243,136092066.2,72.81,9.71
20080724,2905.04,2902.98,485386.65,-55.65128243,66.44827011,96.428,2905.921371,2873.7953,231.766,2898.3876,75.521,2.602520262,0.008015149,170834133.6,72.85,9.49
20080725,2939.32,2916.68,405710.81,-47.22125055,48.48473741,60.678,2909.090955,2872.3657,221.134,2923.1356,-75.924,-2.518103721,-0.012323102,173789096.6,72.81,9.18
20080728,2959.11,2946.49,393086.4,-38.35140506,68.50486477,58.402,2914.020483,2870.8634,145.389,2933.0956,-12.877,-0.433025482,0.036432769,149593899.8,72.69,8.88
20080729,2921.25,2881.05,360362.75,-35.37013688,8.137511615,79.801,2913.221389,2876.1285,-5.421,2933.273,-47.868,-1.620722276,0.055077212,97345714.28,73.3,8.63
20080730,2940.02,2866.03,298108,-34.32614459,13.43694403,83.912,2910.474971,2890.0073,-20.359,2933.4858,-91.49,-3.074390918,0.057660839,69599644.93,73.3,9.2
20080731,2894.25,2804.7,279409.66,-39.43289541,-48.96489796,94.371,2900.449736,2898.7215,-78.11,2899.0554,-47.769,-1.674355121,-0.003641321,68717528.67,73.2,8.51
20080801,2786.12,2748.76,340314.91,-40.14640224,-56.51173304,119.924,2894.767666,2901.2541,-136.574,2879.3726,95.192,3.467079643,-0.024136643,81610319.59,73.37,6.31
20080804,2816.94,2767.53,227823.24,-45.64353263,-73.89549378,73.259,2883.185031,2887.464,-166.052,2841.8324,55.082,2.02651295,-0.045302803,90758978.72,73.5,9.34
20080805,2780.76,2695.37,304692.35,-55.01995635,-130.6506603,97.37,2866.032076,2867.2976,-257.772,2801.3222,-112.383,-3.991636186,-0.062511619,67567946.52,73.96,9.3
20080806,2723.52,2679.66,274040.22,-60.25427174,-137.3734662,69.439,2852.285497,2851.1349,-183.937,2768.784,-189.358,-6.504798439,-0.085870982,41396924.1,74.25,9.21
20080807,2717.66,2683.41,233704.39,-63.76836758,-124.4886833,64.475,2839.728973,2825.4429,-163.942,2751.8304,-184.301,-6.344829818,-0.074428365,47636495.25,74.54,9.21
20080808,2719.38,2581.81,308945.81,-76.08387439,-155.9483699,138.631,2816.0845,2790.6689,-213.748,2701.9652,-291.858,-10.12228958,-0.124757713,-30798657.96,75.84,9.2
20080811,2579.81,2442.79,321202.06,-95.60711334,-191.714051,148.668,2781.867976,2740.2649,-383.977,2638.6974,-520.551,-17.48363148,-0.154465297,-60144008.91,76.27,9.17
20080812,2431.38,2413.6,241919.44,-110.823154,-168.5962455,60.727,2749.704835,2694.1174,-328.995,2586.9126,-495.047,-16.84290498,-0.152624963,-124299042.8,76.17,9.27
20080813,2427.5,2369.58,275517.11,-121.4403692,-144.8239694,96.506,2720.654089,2650.1462,-258.407,2531.5084,-516.179,-17.43346761,-0.128524424,-120980508.2,76.26,9.33
20080814,2429.98,2410.49,201572.36,-128.4673001,-114.3538202,50.747,2694.259604,2613.9764,-278.181,2476.1224,-462.118,-15.90422731,-0.139847113,-110025252.6,76.71,9.33
20080815,2440.39,2412.95,204222.61,-132.1814105,-91.92718593,66.202,2670.769642,2574.6591,-272.827,2447.353,-436.769,-15.14253997,-0.117388169,-128929341.8,77.18,9.48
20080818,2451.31,2312.95,236231.06,-144.2914354,-108.4985775,139.675,2636.734629,2528.6843,-278.06,2418.6712,-491.808,-17.53194948,-0.144160419,-109543212.6,76.76,9.316
20080819,2285.52,2273.89,194771.06,-149.337393,-104.3332215,82.298,2609.281045,2493.2236,-108.339,2399.5346,-492.316,-17.33026189,-0.137128251,-71055168.23,76.93,9.6
20080820,2332.39,2312.18,450434.15,-136.8735319,-42.89844661,221.127,2602.010469,2474.3483,88.785,2417.1882,-240.21,-8.661990877,-0.068923359,-8186547.807,76.08,9.77
20080821,2494.26,2438.86,375180.4,-132.6451902,-30.05128252,97.002,2586.959853,2446.702,-0.693,2417.2816,-259.1,-9.58536543,-0.056911118,-49284552.03,76.74,9.74
20080822,2421.25,2362.63,262982.41,-130.9359403,-61.8318836,81.348,2569.623486,2428.0486,-38.584,2408.7442,-316.765,-11.63852793,-0.021118027,-94531454.82,76.81,9.77
20080825,2408.03,2373.77,186431.9,-128.4540386,-56.47247,66.142,2553.521059,2422.4223,-47.067,2426.1734,-319.894,-11.758898,-0.01784134,-96137043.64,77.27,9.05
20080826,2370.53,2306.94,237419.37,-130.5512149,-104.0133588,93.612,2532.379244,2411.16,18.13,2422.7854,-259.93,-10.03024548,-0.046280237,-82631489.68,77.04,9.04
20080827,2322.54,2291.35,238625.84,-131.2043164,-115.8338568,76.367,2512.656649,2399.222,-23.18,2381.2558,-131.519,-5.353240441,-0.048381182,-127494533.8,77.15,8.31
20080828,2325.26,2316.68,204002.91,-129.3773696,-92.40928399,46.881,2495.819349,2388.4573,-197.075,2359.633,-108.29,-4.430570074,-0.04565669,-122786032,77.32,6.11
20080829,2347.4,2339.52,288778.45,-122.0223272,-22.63521187,82.186,2485.897506,2382.8598,-52.339,2356.9754,-53.032,-2.169288968,0.032713117,-107854915.2,77.66,9.39
20080901,2372.64,2297.02,211528.03,-121.4479854,-91.68445259,94.617,2469.066411,2382.4367,-95.757,2338.7,-134.341,-5.497865368,-0.016734711,-111608336.1,78.03,9.18
20080902,2292.69,2268,184404.98,-121.5093646,-123.4078233,41.202,2451.575419,2376.1306,-115.137,2329.4758,-162.204,-6.627022632,-0.097723989,-95098965.04,78.94,9.13
20080903,2279.6,2219.56,237494.74,-123.3195007,-142.5062828,76.473,2431.993379,2347.433,-85.568,2313.6102,-67.438,-2.915100791,-0.081021564,-79182946.69,78.88,9.04
20080904,2238.65,2216.11,189847.8,-122.9189693,-134.779528,54.299,2414.769819,2328.1497,-74.146,2296.6664,-97.326,-4.144226544,-0.063944534,-90324758.04,79.54,8.72
20080905,2193.04,2172.94,216544.8,-126.6060632,-162.9737272,78.205,2392.737646,2306.0001,-152.433,2255.0248,-349.508,-13.79851082,-0.090444349,-79383737.5,79.51,8.42
20080908,2189.82,2119.12,221865.54,-132.592156,-163.7981998,79.637,2367.383394,2278.5971,-265.122,2218.4942,-317.461,-12.98951423,-0.087931026,-72711559.49,80.21,9.01
20080909,2135.22,2111.4,176242.98,-134.763811,-141.022306,39.584,2345.646404,2259.3584,-170.026,2189.241,-265.783,-11.05159905,-0.080053172,-70243128.94,79.87,9.07
20080910,2124.97,2099.23,220578.44,-134.6079189,-114.4740528,82.019,2326.363508,2241.1468,-142.235,2168.6834,-257.372,-10.72138528,-0.082491497,-66353576.48,78.94,6.13
20080911,2135.45,2067.25,221767.81,-138.6195941,-127.9608127,75.927,2302.150412,2214.7729,-173.838,2132.8794,-259.406,-11.12598926,-0.133596193,-56415267.45,78.49,10.49
20080912,2071.06,2066.44,191970.2,-139.7266377,-114.9812431,36.542,2280.788087,2183.3935,-173.3,2111.7622,-247.446,-10.64150223,-0.100176643,-24207985.13,79.29,13.05
20080916,2050.32,1987.3,335632.61,-145.1596589,-136.8631404,90.548,2254.108365,2152.5415,-182.781,2086.5888,-335.214,-14.35074373,-0.124599033,-55747473.76,78.17,10
20080917,1981.25,1923.55,328622.42,-153.4670384,-148.5714602,80.358,2223.158521,2116.9139,-197.383,2044.5868,-462.505,-19.33840377,-0.14106593,-81964515.43,78.19,10.47
20080918,1876.97,1804.77,478202.63,-160.8708025,-164.4608806,131.965,2191.999614,2081.9165,-243.155,1995.1496,-413.181,-17.89304473,-0.157766755,-80446653.62,76.13,14.44
20080919,2065.78,2046.22,365254.04,-150.7087168,-44.05269613,177.123,2180.677079,2064.1132,-70.063,1995.347,-212.298,-9.28927007,-0.050525503,-72713853.58,76.19,14.71
20080922,2228.37,2130.32,1019938.73,-130.3000659,57.28392634,185.311,2183.2425,2066.5314,135.488,2021.3006,-38.35,-1.707507333,0.036734683,-65911116.96,76.72,12.36
20080923,2141.6,2118.92,783656.17,-119.5371849,25.10283464,88.694,2177.550643,2066.2274,45.632,2045.866,-127.668,-5.671244779,-0.007323954,-103922149.9,77,11.97
20080924,2072.65,2050.97,453281.8,-108.5159854,9.092262546,88.255,2173.865153,2066.1982,138.202,2087.8096,-44.579,-2.041693994,-0.0020171,-110773716.5,77.01,10.04
