Ntime,Open Price,Low Price,Volume,MACD,CCI,ATR,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US dollar Index,Interbank Offered Rate
20100909,9120.54,9069.93,928147328,-78.93857328,36.41434657,111.66,9144.804585,9071.868,171.37,9152.888,103.25,1.147842057,0.011796593,13678070.5,82.68,0.14692
20100910,9132.25,9132.25,1697920384,-62.35236551,97.6613279,193.11,9153.791767,9096.679,176.33,9177.896,393.78,4.451810491,0.009731394,18482334.23,82.86,0.14692
20100913,9325.64,9317.3,1086914816,-42.05374273,132.3905195,151.73,9169.794456,9113.935,207.69,9181.996,415.34,4.663346238,0.053397298,23144567.56,81.88,0.14692
20100914,9319.5,9258.18,1174550016,-27.46668792,96.39930381,71.87,9182.12927,9161.46,-2.01,9196.658,308.25,3.42840555,0.040034153,28845683.6,81.23,0.14692
20100915,9243.48,9199.08,1877470720,1.605411288,136.2446054,379.45,9213.979816,9220.414,290.56,9295.05,367.3,4.014532323,0.047676892,33903130.54,81.46,0.14692
20100916,9613.89,9479.63,1421806848,23.80121083,156.8054633,141.27,9242.124595,9265.08,484.9,9377.272,685.44,7.767852893,0.041576318,19309514.84,81.27,0.14692
20100917,9581.65,9554.36,1228771328,50.22047017,149.1932948,133.78,9278.692729,9316.276,527.7,9454.656,699.07,7.830944705,0.033738517,21109950.48,81.41,0.14692
20100921,9700.88,9579.83,1094900224,68.43407256,135.9375703,124.42,9309.494374,9346.355,280.29,9510.714,487.98,5.354104012,0.039169516,6113414.14,80.44,0.14615
20100922,9563.2,9546.82,1088749568,79.06907076,99.92024609,78.59,9333.953957,9380.387,244.5,9564.116,452.19,4.961417052,0.056627836,8497490.47,79.8,0.14615
20100924,9435.04,9415.96,1465964544,78.94983492,57.93204808,185.81,9347.069771,9425.094,149.85,9555.138,357.54,3.922919686,0.039410157,-633728.0961,79.28,0.14615
20100927,9557.37,9539.12,1225208960,88.44433864,79.73573417,141.8,9371.457412,9475.569,303.83,9573.866,301.82,3.244915775,0.037901145,12584046.37,79.53,0.14615
20100928,9547.03,9471.35,974558656,86.30921376,42.37725535,131.79,9383.295753,9501.228,-20.8,9547.8,269.76,2.923910687,0.018317649,10084399.91,78.92,0.14538
20100929,9530.05,9502.34,1346861184,88.72791405,54.6814728,105.17,9400.065682,9524.984,49.88,9539.254,534.78,5.925802806,0.027205739,17915982.19,78.78,0.14462
20100930,9554.83,9369.35,1458023296,74.45267452,-8.74879383,197.49,9397.140379,9531.988,-256.74,9499.86,270.96,2.978109314,-0.015468825,9792350.743,78.8,0.14462
20101001,9440.52,9358.62,1632170496,65.20235666,-41.53148347,111.74,9397.815581,9520.755,-221.86,9486.372,305.84,3.361473843,-0.011069983,4702394.022,78.03,0.14462
20101004,9410.92,9358.82,1611695360,55.36359074,-56.34765432,149.54,9396.219811,9507.911,-245.03,9441.956,282.67,3.106813403,-0.02545478,-9375808.266,78.49,0.14385
